#Chrom	Start	End	TranscriptID	2-cell	Morula	ICM	TE	Score
chr10	46004642	46008642	TU7292	0	1	0	0	1
chr6	121235501	121239501	TU72921	0	0	0	0	0
chr6	121135467	121139467	TU72927	0	0	0	0	0
chr6	121135467	121139467	TU72929	0	0	0	0	0
chr10	36856290	36860290	TU7293	0	1	0	1	2
chr6	121205724	121209724	TU72937	0	0	1	0	1
chr10	36841807	36845807	TU7294	0	0	0	0	0
chr10	54590467	54594467	TU7295	1	0	0	0	1
chr6	120621619	120625619	TU72952	0	0	0	0	0
chr6	120621619	120625619	TU72953	0	0	0	0	0
chr6	120621619	120625619	TU72955	0	0	0	0	0
chr6	120648717	120652717	TU72956	-1	1	0	-1	1
chr6	120621619	120625619	TU72957	0	0	0	0	0
chr6	121971786	121975786	TU72958	0	0	0	0	0
chr10	52636122	52640122	TU7296	0	0	0	0	0
chr6	113271996	113275996	TU72960	0	0	0	0	0
chr6	122355847	122359847	TU72962	0	0	0	0	0
chr6	113273053	113277053	TU72966	0	0	0	0	0
chr6	120646822	120650822	TU72967	0	0	-1	0	1
chr6	122501197	122505197	TU72972	0	0	0	0	0
chr6	121952967	121956967	TU72986	0	0	0	0	0
chr10	51569758	51573758	TU7299	0	0	0	0	0
chr6	122375162	122379162	TU72991	0	0	0	0	0
chr6	122384695	122388695	TU72992	0	0	0	0	0
chr6	122390022	122394022	TU72993	-1	0	0	0	1
chr6	122584867	122588867	TU72994	0	-1	-1	0	2
chr6	120154456	120158456	TU72998	0	0	0	0	0
chr1	7450675	7454675	TU73	0	0	0	0	0
chr1	35992638	35996638	TU730	0	0	0	0	0
chr6	120584798	120588798	TU73000	0	0	0	0	0
chr6	120558515	120562515	TU73001	0	0	0	0	0
chr6	120592611	120596611	TU73002	0	0	1	0	1
chr6	120567804	120571804	TU73003	0	0	0	0	0
chr6	120571896	120575896	TU73004	0	0	0	0	0
chr6	120567804	120571804	TU73005	0	0	0	0	0
chr6	120567804	120571804	TU73006	0	0	0	0	0
chr6	122418174	122422174	TU73014	0	0	0	0	0
chr6	122418174	122422174	TU73015	0	0	0	0	0
chr6	122418174	122422174	TU73016	0	0	0	0	0
chr6	120127118	120131118	TU73018	0	0	1	0	1
chr10	54308614	54312614	TU7302	0	0	0	0	0
chr6	115621654	115625654	TU73020	1	0	0	0	1
chr6	122195081	122199081	TU73021	0	-1	0	0	1
chr6	122195081	122199081	TU73022	0	0	0	0	0
chr6	122195081	122199081	TU73023	0	0	0	0	0
chr6	122195081	122199081	TU73024	0	0	0	0	0
chr6	122195081	122199081	TU73025	0	0	0	0	0
chr6	122195081	122199081	TU73026	0	0	0	0	0
chr6	122195081	122199081	TU73027	0	0	0	0	0
chr6	122903977	122907977	TU73029	0	0	0	0	0
chr10	54308614	54312614	TU7303	0	0	0	0	0
chr6	122695798	122699798	TU73039	1	0	0	0	1
chr6	122671335	122675335	TU73044	0	0	0	0	0
chr6	122684131	122688131	TU73046	0	0	0	0	0
chr6	122682407	122686407	TU73047	0	0	0	0	0
chr6	122682407	122686407	TU73049	-1	0	0	0	1
chr6	124288072	124292072	TU73053	0	0	0	0	0
chr6	124069056	124073056	TU73054	0	0	0	0	0
chr10	54768680	54772680	TU7306	0	0	0	0	0
chr6	122740058	122744058	TU73064	0	0	0	0	0
chr10	50288199	50292199	TU7307	0	0	0	1	1
chr6	124343355	124347355	TU73071	0	0	0	0	0
chr6	124343355	124347355	TU73072	0	0	0	0	0
chr6	118408320	118412320	TU73078	0	0	0	0	0
chr10	44213304	44217304	TU7308	0	0	0	0	0
chr6	124474155	124478155	TU73080	0	0	0	0	0
chr6	124347909	124351909	TU73081	0	0	0	0	0
chr6	124483702	124487702	TU73082	0	0	0	0	0
chr6	124365894	124369894	TU73085	0	0	0	0	0
chr6	124381130	124385130	TU73088	0	0	0	0	0
chr10	44207196	44211196	TU7309	0	0	0	0	0
chr6	114949220	114953220	TU73094	0	-1	0	-1	2
chr6	122826798	122830798	TU73100	0	0	0	0	0
chr6	120612967	120616967	TU73102	0	0	0	0	0
chr6	120612967	120616967	TU73103	0	0	0	0	0
chr6	122629156	122633156	TU73105	0	0	0	0	0
chr6	122628909	122632909	TU73106	0	-1	1	-1	2
chr6	122629156	122633156	TU73107	0	-1	0	0	1
chr6	122628909	122632909	TU73108	0	0	0	0	0
chr6	124772149	124776149	TU73109	0	0	0	0	0
chr6	115667248	115671248	TU73114	0	0	0	0	0
chr6	115667248	115671248	TU73115	0	0	0	0	0
chr6	124591181	124595181	TU73116	-1	0	0	0	1
chr6	124591181	124595181	TU73117	-1	0	0	0	1
chr6	124591181	124595181	TU73118	-1	0	0	0	1
chr6	120544827	120548827	TU73134	0	0	0	0	0
chr6	124955918	124959918	TU73148	0	0	-1	0	1
chr10	56429426	56433426	TU7316	0	0	0	1	1
chr6	115600709	115604709	TU73169	0	0	0	0	0
chr10	45175716	45179716	TU7317	0	0	0	0	0
chr10	57092007	57096007	TU7318	0	0	0	0	0
chr6	125195860	125199860	TU73185	0	1	0	1	2
chr6	125195061	125199061	TU73186	0	0	0	0	0
chr10	45177663	45181663	TU7319	0	0	0	0	0
chr6	125201090	125205090	TU73196	0	0	0	0	0
chr6	125201516	125205516	TU73199	0	0	0	0	0
chr10	45177663	45181663	TU7320	0	0	0	0	0
chr6	125262101	125266101	TU73203	0	0	0	0	0
chr6	124936950	124940950	TU73206	0	0	0	0	0
chr6	124936950	124940950	TU73207	-1	0	-1	-1	2
chr6	120617997	120621997	TU73208	-1	0	0	0	1
chr6	125255789	125259789	TU73209	0	0	0	0	0
chr10	45177663	45181663	TU7321	0	0	0	0	0
chr10	45175716	45179716	TU7322	0	0	0	0	0
chr6	125259446	125263446	TU73220	-1	0	0	0	1
chr6	125259446	125263446	TU73222	-1	0	0	0	1
chr6	125259446	125263446	TU73224	-1	0	0	0	1
chr6	125418123	125422123	TU73225	0	0	0	0	0
chr6	125156673	125160673	TU73227	0	0	-1	-1	1
chr6	125381169	125385169	TU73231	1	0	0	0	1
chr6	125421457	125425457	TU73234	0	0	0	0	0
chr6	125418118	125422118	TU73236	-1	-1	0	1	2
chr6	125533384	125537384	TU73238	0	0	0	0	0
chr6	125528301	125532301	TU73239	0	0	0	0	0
chr10	45175716	45179716	TU7324	0	0	0	0	0
chr6	120617997	120621997	TU73247	0	0	0	0	0
chr6	120617997	120621997	TU73248	0	0	0	0	0
chr10	45175716	45179716	TU7325	0	0	0	0	0
chr6	120591015	120595015	TU73250	0	0	0	0	0
chr6	125416421	125420421	TU73252	0	0	0	0	0
chr6	125416421	125420421	TU73254	0	0	0	0	0
chr6	125416421	125420421	TU73255	0	0	0	0	0
chr6	125417200	125421200	TU73256	0	0	0	0	0
chr6	120609850	120613850	TU73262	0	0	1	0	1
chr10	45175716	45179716	TU7327	0	0	0	0	0
chr6	125586253	125590253	TU73270	0	0	0	0	0
chr6	126806218	126810218	TU73271	0	0	0	0	0
chr6	125582224	125586224	TU73273	0	0	1	0	1
chr6	125476360	125480360	TU73276	0	0	0	0	0
chr6	125479369	125483369	TU73277	0	0	0	0	0
chr10	45175716	45179716	TU7328	0	0	0	0	0
chr6	120923474	120927474	TU73283	0	0	0	0	0
chr10	45175716	45179716	TU7329	0	0	0	0	0
chr6	126813474	126817474	TU73291	0	0	0	0	0
chr6	126809013	126813013	TU73292	0	0	0	0	0
chr6	126810579	126814579	TU73293	0	0	1	1	1
chr6	126809013	126813013	TU73295	0	0	0	0	0
chr10	45175716	45179716	TU7330	0	0	0	0	0
chr10	45175716	45179716	TU7331	0	0	0	0	0
chr6	126824363	126828363	TU73317	0	-1	0	0	1
chr10	45175716	45179716	TU7332	0	0	0	0	0
chr6	125430544	125434544	TU73324	0	0	0	0	0
chr6	125430544	125434544	TU73325	0	0	0	0	0
chr6	125430544	125434544	TU73329	0	0	0	0	0
chr10	45175716	45179716	TU7333	0	0	0	0	0
chr6	125430544	125434544	TU73330	0	0	0	0	0
chr6	125431034	125435034	TU73332	0	0	0	0	0
chr6	125430544	125434544	TU73335	0	0	0	0	0
chr6	127539581	127543581	TU73336	0	0	0	0	0
chr6	125430544	125434544	TU73337	0	0	0	0	0
chr6	127539581	127543581	TU73338	0	0	0	0	0
chr6	125431034	125435034	TU73339	0	0	0	0	0
chr6	125436255	125440255	TU73340	0	0	0	0	0
chr6	125430544	125434544	TU73341	0	0	0	0	0
chr6	124695634	124699634	TU73343	0	0	0	0	0
chr6	127659875	127663875	TU73347	0	0	0	0	0
chr6	125434995	125438995	TU73348	0	0	0	0	0
chr10	45175716	45179716	TU7335	0	0	0	0	0
chr6	116205868	116209868	TU73354	0	0	0	0	0
chr6	116205258	116209258	TU73355	0	0	0	0	0
chr10	40401585	40405585	TU7336	-1	-1	0	0	2
chr6	128424200	128428200	TU73361	0	0	0	0	0
chr6	128425231	128429231	TU73362	0	0	0	0	0
chr6	128311982	128315982	TU73363	0	0	0	0	0
chr6	128313795	128317795	TU73367	0	0	0	0	0
chr6	128429450	128433450	TU73368	0	1	-1	-1	0
chr10	45175716	45179716	TU7337	0	0	0	0	0
chr6	128313795	128317795	TU73370	0	0	0	0	0
chr6	128528197	128532197	TU73373	0	0	0	0	0
chr10	40401585	40405585	TU7338	0	-1	0	0	1
chr6	128598069	128602069	TU73397	0	0	0	0	0
chr6	127586605	127590605	TU73398	0	0	0	0	0
chr6	128598069	128602069	TU73399	0	0	0	0	0
chr10	45177663	45181663	TU7340	0	0	0	0	0
chr6	127586605	127590605	TU73400	0	0	0	0	0
chr6	128797187	128801187	TU73401	0	0	0	0	0
chr6	127586605	127590605	TU73403	0	0	0	0	0
chr6	119979426	119983426	TU73407	0	0	0	0	0
chr10	57403498	57407498	TU7341	0	0	0	0	0
chr6	128198615	128202615	TU73415	0	0	0	0	0
chr6	128198615	128202615	TU73417	0	0	0	0	0
chr6	129000095	129004095	TU73418	0	0	0	0	0
chr6	128180079	128184079	TU73419	0	0	0	0	0
chr6	129000095	129004095	TU73420	0	0	0	0	0
chr6	128188801	128192801	TU73421	-1	0	1	0	1
chr6	128198615	128202615	TU73422	0	0	0	0	0
chr6	128169407	128173407	TU73423	0	0	0	0	0
chr6	128198615	128202615	TU73424	0	0	0	0	0
chr6	129038971	129042971	TU73425	0	0	0	0	0
chr10	57828238	57832238	TU7344	0	0	0	0	0
chr6	129069605	129073605	TU73440	0	0	0	1	1
chr6	128645124	128649124	TU73443	0	0	0	0	0
chr6	128640950	128644950	TU73444	0	-1	0	0	1
chr6	128657033	128661033	TU73446	0	0	0	0	0
chr6	129113179	129117179	TU73447	0	0	0	0	0
chr6	124785263	124789263	TU73448	0	0	0	0	0
chr6	124785263	124789263	TU73449	0	0	0	0	0
chr6	124785263	124789263	TU73450	0	0	0	0	0
chr6	129236061	129240061	TU73451	0	0	0	0	0
chr6	129231155	129235155	TU73453	0	-1	1	0	1
chr6	127113473	127117473	TU73467	1	0	0	0	1
chr6	127118618	127122618	TU73468	0	0	0	0	0
chr6	129926675	129930675	TU73470	0	0	0	0	0
chr6	129300974	129304974	TU73481	1	0	0	0	1
chr6	129300974	129304974	TU73484	0	0	0	0	0
chr6	128374661	128378661	TU73489	0	1	1	0	2
chr6	128366001	128370001	TU73490	0	0	0	0	0
chr6	130930154	130934154	TU73495	0	-1	0	0	1
chr6	130940625	130944625	TU73496	0	-1	0	0	1
chr10	45176064	45180064	TU7350	0	0	0	1	1
chr6	130984261	130988261	TU73503	0	1	0	0	1
chr6	124794834	124798834	TU73505	0	0	0	0	0
chr6	128221879	128225879	TU73506	1	-1	0	0	0
chr6	128470652	128474652	TU73510	0	0	-1	0	1
chr6	131012517	131016517	TU73513	0	1	0	0	1
chr6	131394761	131398761	TU73515	0	0	0	0	0
chr6	130934213	130938213	TU73524	0	0	0	0	0
chr6	128445175	128449175	TU73526	0	0	0	0	0
chr6	131180230	131184230	TU73534	1	0	0	0	1
chr6	128242862	128246862	TU73536	0	0	-1	0	1
chr6	124800535	124804535	TU73540	1	1	0	0	2
chr6	132981012	132985012	TU73548	0	0	0	0	0
chr6	131806850	131810850	TU73549	0	0	0	0	0
chr6	132797842	132801842	TU73551	0	0	0	0	0
chr6	133118667	133122667	TU73554	0	0	0	0	0
chr6	132020607	132024607	TU73557	0	0	0	0	0
chr6	132023859	132027859	TU73558	-1	-1	0	0	2
chr6	128352533	128356533	TU73566	-1	0	0	0	1
chr6	131446494	131450494	TU73572	0	0	0	0	0
chr6	131446494	131450494	TU73573	0	0	0	0	0
chr6	131446494	131450494	TU73574	0	0	0	0	0
chr6	134570901	134574901	TU73576	0	0	0	0	0
chr6	134568431	134572431	TU73577	0	0	0	0	0
chr6	134791883	134795883	TU73578	0	0	0	0	0
chr6	134791883	134795883	TU73579	0	0	0	0	0
chr6	134808225	134812225	TU73584	0	0	0	0	0
chr6	135003286	135007286	TU73585	0	0	0	0	0
chr6	134876954	134880954	TU73587	0	0	0	0	0
chr6	134927095	134931095	TU73589	0	0	0	0	0
chr10	58309239	58313239	TU7359	0	0	0	0	0
chr6	133513255	133517255	TU73590	0	0	0	0	0
chr6	133493875	133497875	TU73591	0	0	0	0	0
chr6	133252569	133256569	TU73593	0	0	0	0	0
chr6	135002878	135006878	TU73596	0	0	0	0	0
chr6	131015874	131019874	TU73612	0	0	0	0	0
chr6	131015874	131019874	TU73614	0	0	0	0	0
chr6	131015874	131019874	TU73616	0	0	0	0	0
chr6	135635080	135639080	TU73617	0	0	0	0	0
chr6	135434176	135438176	TU73618	0	0	0	0	0
chr6	135635080	135639080	TU73619	0	0	0	0	0
chr6	128865082	128869082	TU73620	0	0	1	0	1
chr6	131052556	131056556	TU73626	0	0	0	0	0
chr6	128878049	128882049	TU73628	0	0	0	0	0
chr6	136345498	136349498	TU73630	0	0	0	0	0
chr6	135681238	135685238	TU73631	0	1	0	-1	1
chr6	136348014	136352014	TU73632	-1	0	0	0	1
chr6	135677664	135681664	TU73633	0	0	0	0	0
chr6	135479526	135483526	TU73634	0	0	0	0	0
chr6	135477468	135481468	TU73636	0	0	0	0	0
chr6	135509045	135513045	TU73638	0	0	0	0	0
chr6	126976406	126980406	TU73642	0	0	0	0	0
chr6	136428605	136432605	TU73643	0	-1	-1	0	2
chr6	136447479	136451479	TU73644	0	0	0	0	0
chr6	136675936	136679936	TU73647	0	0	0	0	0
chr6	130555559	130559559	TU73648	0	0	-1	0	1
chr6	136429799	136433799	TU73649	0	-1	0	0	1
chr6	130761627	130765627	TU73650	0	1	-1	0	1
chr6	130555559	130559559	TU73652	0	0	0	0	0
chr6	130555559	130559559	TU73653	0	0	0	0	0
chr6	136274447	136278447	TU73654	0	0	0	0	0
chr6	130562184	130566184	TU73656	1	0	0	0	1
chr10	45229381	45233381	TU7366	0	0	0	0	0
chr6	113075248	113079248	TU73662	0	0	0	0	0
chr6	113070126	113074126	TU73663	0	0	0	0	0
chr6	113073964	113077964	TU73664	-1	0	0	0	1
chr6	131051260	131055260	TU73665	0	0	0	0	0
chr6	113075248	113079248	TU73666	0	0	0	0	0
chr6	131036409	131040409	TU73667	0	0	0	0	0
chr6	131037308	131041308	TU73668	0	0	0	0	0
chr6	131051260	131055260	TU73669	1	0	0	0	1
chr6	136439829	136443829	TU73673	0	0	0	0	0
chr6	136438429	136442429	TU73675	0	0	0	0	0
chr6	136438429	136442429	TU73676	0	0	0	0	0
chr6	136441730	136445730	TU73679	0	0	0	0	0
chr6	134882227	134886227	TU73684	1	0	1	0	2
chr6	136317224	136321224	TU73688	0	0	0	0	0
chr6	136230509	136234509	TU73691	0	0	0	0	0
chr6	130672698	130676698	TU73692	0	0	0	0	0
chr6	136226133	136230133	TU73694	0	0	0	-1	1
chr6	137302117	137306117	TU73698	-1	0	0	0	1
chr1	37064352	37068352	TU737	0	0	0	0	0
chr10	57848345	57852345	TU7370	0	0	0	0	0
chr6	133989300	133993300	TU73703	-1	0	0	0	1
chr6	134834591	134838591	TU73704	1	0	0	0	1
chr6	133988944	133992944	TU73708	0	0	0	0	0
chr10	57842897	57846897	TU7371	0	0	0	0	0
chr6	134019592	134023592	TU73711	0	0	0	0	0
chr6	133988944	133992944	TU73715	0	0	0	0	0
chr6	134019592	134023592	TU73720	0	0	0	0	0
chr6	138115401	138119401	TU73727	0	0	0	0	0
chr6	138311873	138315873	TU73732	0	0	0	0	0
chr6	136664508	136668508	TU73733	0	0	1	-1	1
chr6	136668379	136672379	TU73734	0	0	0	0	0
chr6	138442048	138446048	TU73735	0	0	0	0	0
chr6	136668379	136672379	TU73736	0	0	0	0	0
chr6	136668379	136672379	TU73738	0	0	0	0	0
chr6	136666744	136670744	TU73739	0	-1	1	0	1
chr6	138726691	138730691	TU73742	0	0	0	0	0
chr6	140090143	140094143	TU73755	0	0	0	0	0
chr6	134424136	134428136	TU73756	-1	-1	-1	-1	3
chr10	53507777	53511777	TU7376	0	0	0	0	0
chr6	128929856	128933856	TU73765	0	0	0	0	0
chr6	138064275	138068275	TU73770	0	0	0	0	0
chr6	138060988	138064988	TU73773	0	0	0	0	0
chr6	138060988	138064988	TU73774	0	0	0	0	0
chr6	141146482	141150482	TU73775	0	0	0	0	0
chr6	134007208	134011208	TU73777	0	-1	0	0	1
chr6	120910904	120914904	TU73778	0	0	0	0	0
chr6	134007208	134011208	TU73779	0	0	0	0	0
chr10	56402204	56406204	TU7378	0	0	0	0	0
chr6	134165028	134169028	TU73780	1	1	1	0	3
chr6	140306984	140310984	TU73781	0	0	0	0	0
chr6	140303687	140307687	TU73782	-1	0	0	-1	2
chr6	128972878	128976878	TU73784	0	0	0	0	0
chr6	120919646	120923646	TU73785	-1	0	0	0	1
chr6	140784284	140788284	TU73793	0	0	0	0	0
chr6	140784284	140788284	TU73794	0	0	0	0	0
chr6	140784284	140788284	TU73795	0	0	0	0	0
chr6	142405574	142409574	TU73796	1	0	0	0	1
chr6	140831342	140835342	TU73797	0	-1	1	1	0
chr10	56402204	56406204	TU7380	0	0	0	0	0
chr6	130697224	130701224	TU73800	0	0	0	0	0
chr6	130665359	130669359	TU73801	0	0	0	0	0
chr6	142548706	142552706	TU73802	0	0	0	0	0
chr6	136461675	136465675	TU73804	-1	0	0	0	1
chr6	136458235	136462235	TU73805	0	0	0	0	0
chr6	136457666	136461666	TU73806	0	0	0	0	0
chr6	142528488	142532488	TU73807	1	0	0	0	1
chr10	56415045	56419045	TU7381	0	0	0	0	0
chr6	142522386	142526386	TU73810	0	0	0	0	0
chr10	56429792	56433792	TU7382	0	0	0	0	0
chr6	142993858	142997858	TU73825	0	0	0	0	0
chr6	144894432	144898432	TU73826	0	0	0	0	0
chr6	142714318	142718318	TU73827	0	0	0	0	0
chr6	142714318	142718318	TU73828	0	0	0	0	0
chr10	51438234	51442234	TU7383	0	0	0	0	0
chr6	142976830	142980830	TU73832	0	0	0	0	0
chr6	144623686	144627686	TU73836	0	0	0	0	0
chr10	56436430	56440430	TU7384	0	-1	0	-1	2
chr6	142965764	142969764	TU73843	0	0	0	0	0
chr6	142965764	142969764	TU73845	0	0	0	0	0
chr6	142965764	142969764	TU73846	0	0	0	0	0
chr6	138298471	138302471	TU73847	0	1	0	0	1
chr6	138298471	138302471	TU73848	0	0	0	0	0
chr6	138298471	138302471	TU73849	0	0	0	0	0
chr6	143125001	143129001	TU73850	0	0	0	0	0
chr6	138295347	138299347	TU73851	0	0	0	0	0
chr6	145248683	145252683	TU73852	0	0	1	-1	1
chr6	138280122	138284122	TU73853	1	0	0	-1	1
chr6	143145135	143149135	TU73857	0	0	0	0	0
chr6	145599953	145603953	TU73858	0	0	0	0	0
chr6	145743562	145747562	TU73864	0	0	0	0	0
chr6	139743273	139747273	TU73865	0	0	0	0	0
chr6	144982413	144986413	TU73867	0	0	0	0	0
chr6	144982413	144986413	TU73868	0	0	0	0	0
chr6	144923932	144927932	TU73869	0	0	1	0	1
chr6	143243887	143247887	TU73872	0	0	0	0	0
chr6	143243887	143247887	TU73873	0	0	0	0	0
chr6	143243887	143247887	TU73875	0	0	0	0	0
chr6	143243887	143247887	TU73876	0	0	0	0	0
chr6	142982574	142986574	TU73877	0	-1	1	0	1
chr6	142979792	142983792	TU73878	0	0	0	-1	1
chr6	134024961	134028961	TU73885	0	0	0	0	0
chr6	125013161	125017161	TU73886	0	0	0	0	0
chr6	143296225	143300225	TU73887	0	1	0	0	1
chr6	130765231	130769231	TU73890	0	0	0	0	0
chr6	146076635	146080635	TU73899	0	0	0	0	0
chr1	16812080	16816080	TU739	0	0	0	0	0
chr6	125012946	125016946	TU73902	0	0	0	1	1
chr6	146429786	146433786	TU73904	0	0	0	0	0
chr6	136471833	136475833	TU73905	0	0	0	0	0
chr6	136473205	136477205	TU73906	-1	0	0	0	1
chr6	146076269	146080269	TU73916	0	0	0	0	0
chr6	143151186	143155186	TU73917	0	0	0	0	0
chr6	143115104	143119104	TU73919	0	0	0	0	0
chr6	146076269	146080269	TU73920	0	0	0	0	0
chr6	143154207	143158207	TU73921	0	0	0	0	0
chr6	136504012	136508012	TU73922	0	0	0	0	0
chr6	143147202	143151202	TU73923	0	0	0	0	0
chr6	143145736	143149736	TU73924	0	0	0	0	0
chr6	143154207	143158207	TU73925	0	1	0	0	1
chr6	143145736	143149736	TU73927	0	0	0	0	0
chr6	137854675	137858675	TU73928	0	0	-1	0	1
chr6	143043539	143047539	TU73929	1	0	0	0	1
chr6	136479204	136483204	TU73936	0	0	0	0	0
chr6	146702467	146706467	TU73937	0	0	0	0	0
chr6	143089057	143093057	TU73939	0	0	0	0	0
chr6	147241835	147245835	TU73951	0	0	1	0	1
chr6	145019677	145023677	TU73952	0	0	0	0	0
chr6	136516517	136520517	TU73953	0	0	0	0	0
chr6	136515669	136519669	TU73954	0	0	0	0	0
chr6	145578583	145582583	TU73955	0	0	0	0	0
chr6	146705065	146709065	TU73956	0	0	0	0	0
chr6	146701146	146705146	TU73957	0	0	0	0	0
chr6	146701146	146705146	TU73958	0	0	0	0	0
chr6	137833475	137837475	TU73959	0	0	0	0	0
chr6	137925545	137929545	TU73960	0	0	0	0	0
chr6	137925545	137929545	TU73961	0	0	1	0	1
chr6	147382515	147386515	TU73962	0	0	0	0	0
chr6	147427613	147431613	TU73966	0	0	0	0	0
chr6	136494001	136498001	TU73976	0	0	0	0	0
chr6	136493519	136497519	TU73977	-1	0	0	0	1
chr6	146460887	146464887	TU73978	0	0	0	0	0
chr6	146460887	146464887	TU73979	0	0	0	0	0
chr6	146462987	146466987	TU73980	0	1	0	0	1
chr6	147077518	147081518	TU73981	-1	1	0	0	0
chr6	147204108	147208108	TU73984	0	0	0	0	0
chr6	147178241	147182241	TU73985	0	0	0	0	0
chr6	147178241	147182241	TU73986	0	0	0	0	0
chr6	148636842	148640842	TU73990	-1	0	0	0	1
chr6	148517800	148521800	TU73992	0	0	0	0	0
chr6	148667154	148671154	TU73993	0	0	0	0	0
chr6	145040809	145044809	TU73995	0	0	0	0	0
chr6	145040809	145044809	TU73996	0	0	0	0	0
chr6	147709298	147713298	TU73997	0	0	0	0	0
chr6	145051066	145055066	TU73998	1	-1	0	0	0
chr6	145053684	145057684	TU73999	0	0	0	0	0
chr1	7450675	7454675	TU74	0	0	0	0	0
chr6	147715335	147719335	TU74000	0	0	0	0	0
chr6	136599810	136603810	TU74001	0	0	0	0	0
chr6	145061199	145065199	TU74006	0	-1	0	0	1
chr6	145061199	145065199	TU74008	0	-1	0	0	1
chr6	143193674	143197674	TU74010	1	-1	0	0	0
chr6	143167608	143171608	TU74011	1	-1	-1	-1	1
chr6	143187039	143191039	TU74012	1	0	1	0	2
chr6	149267299	149271299	TU74016	0	1	1	0	2
chr6	149267299	149271299	TU74017	0	1	0	1	2
chr6	143211722	143215722	TU74018	0	0	0	0	0
chr6	149399806	149403806	TU74019	0	0	0	0	0
chr10	58754926	58758926	TU7402	0	0	0	1	1
chr6	145068519	145072519	TU74020	1	-1	1	0	1
chr6	145068519	145072519	TU74021	0	0	0	0	0
chr6	149350585	149354585	TU74024	0	0	0	0	0
chr6	149349531	149353531	TU74026	0	0	1	0	1
chr6	149364391	149368391	TU74033	0	0	0	0	0
chr6	149364391	149368391	TU74034	0	1	-1	1	2
chr6	147831023	147835023	TU74036	0	0	0	0	0
chr6	147831023	147835023	TU74037	0	1	0	1	2
chr6	148829551	148833551	TU74038	1	0	0	0	1
chr6	147860174	147864174	TU74039	1	-1	0	0	0
chr10	58749852	58753852	TU7404	0	0	0	0	0
chr6	147831023	147835023	TU74040	0	0	0	0	0
chr6	147831023	147835023	TU74041	0	0	0	0	0
chr6	149454204	149458204	TU74043	0	0	0	0	0
chr6	147715313	147719313	TU74045	0	0	0	0	0
chr6	147710981	147714981	TU74046	0	0	0	0	0
chr6	147710981	147714981	TU74048	0	0	0	0	0
chr10	58751229	58755229	TU7405	0	0	0	0	0
chr6	147715313	147719313	TU74050	0	0	0	0	0
chr6	147710981	147714981	TU74051	0	0	0	0	0
chr6	147700608	147704608	TU74052	0	0	0	0	0
chr7	3170888	3174888	TU74053	0	0	0	0	0
chr7	3170888	3174888	TU74054	-1	0	0	0	1
chr6	149471515	149475515	TU74055	0	0	0	0	0
chr6	149471515	149475515	TU74056	0	0	0	0	0
chr6	149471515	149475515	TU74057	0	0	0	0	0
chr6	149471515	149475515	TU74058	0	0	0	0	0
chr7	3200096	3204096	TU74061	0	0	1	1	1
chr6	149438298	149442298	TU74062	0	0	0	0	0
chr7	3216573	3220573	TU74065	0	0	0	0	0
chr6	149184582	149188582	TU74070	1	0	0	0	1
chr7	3286031	3290031	TU74072	0	0	0	0	0
chr7	3279826	3283826	TU74081	0	0	0	0	0
chr7	3282513	3286513	TU74083	0	0	0	0	0
chr6	148268431	148272431	TU74090	0	0	0	0	0
chr7	3642642	3646642	TU74097	0	0	0	0	0
chr7	3579330	3583330	TU74099	0	0	0	0	0
chr1	16845985	16849985	TU741	0	-1	0	0	1
chr6	149213959	149217959	TU74101	1	0	0	0	1
chr6	148361658	148365658	TU74102	0	0	0	0	0
chr6	149188887	149192887	TU74103	0	0	0	0	0
chr7	3577095	3581095	TU74104	0	0	0	0	0
chr10	45481841	45485841	TU7411	0	0	0	0	0
chr6	149113937	149117937	TU74113	0	0	0	0	0
chr6	149109463	149113463	TU74115	0	0	0	0	0
chr6	149229388	149233388	TU74123	-1	0	-1	-1	2
chr6	149223436	149227436	TU74124	0	0	-1	0	1
chr6	149223436	149227436	TU74125	0	0	0	0	0
chr6	148879580	148883580	TU74127	0	0	0	0	0
chr6	148878405	148882405	TU74128	0	0	0	0	0
chr6	148890489	148894489	TU74139	0	0	0	0	0
chr6	149009716	149013716	TU74146	0	0	0	-1	1
chr7	3820920	3824920	TU74148	0	0	0	0	0
chr6	136618297	136622297	TU74149	0	0	0	0	0
chr7	3178060	3182060	TU74150	0	0	0	0	0
chr7	3178060	3182060	TU74152	0	0	0	0	0
chr10	58745885	58749885	TU7416	0	0	0	0	0
chr7	4058742	4062742	TU74165	0	1	0	1	2
chr6	148612324	148616324	TU74167	0	0	0	0	0
chr7	3293078	3297078	TU74168	0	0	1	0	1
chr6	148636169	148640169	TU74169	0	0	0	0	0
chr10	58745885	58749885	TU7417	0	0	0	0	0
chr6	148643625	148647625	TU74170	0	0	0	0	0
chr6	148642179	148646179	TU74171	0	0	0	0	0
chr6	148635287	148639287	TU74172	0	0	1	-1	1
chr7	3758480	3762480	TU74173	1	0	0	1	2
chr7	3759700	3763700	TU74174	0	0	0	0	0
chr7	3759700	3763700	TU74176	0	0	0	0	0
chr10	59311045	59315045	TU7418	0	0	1	0	1
chr7	3759700	3763700	TU74180	0	0	0	0	0
chr7	4351552	4355552	TU74190	0	0	0	0	0
chr10	43345450	43349450	TU7420	0	-1	0	0	1
chr7	4455743	4459743	TU74203	1	1	1	1	3
