#Chrom	Start	End	TransposableElementTranscript	TransposableElementSymbol	Strand	2-cell	Morula	ICM	TE
chr5	65825830	65829830	TU65451	G31662	+	0	1	1	0
chr5	65901337	65905337	TU65197	G31526	+	0	0	0	0
chr5	65901337	65905337	TU65200	G31526	+	0	0	0	0
chr5	65901337	65905337	TU65202	G31526	+	0	0	0	0
chr5	65942222	65946222	TU65186	G31517	-	0	0	0	0
chr5	65942555	65946555	TU65187	G31517	-	0	0	0	0
chr5	65999314	66003314	TU65243	G31546	-	0	0	0	0
chr5	66171061	66175061	TU65204	G31528	+	0	0	0	0
chr5	66171061	66175061	TU65208	G31528	+	0	0	0	0
chr5	66171175	66175175	TU65206	G31528	+	0	1	0	-1
chr5	66178163	66182163	TU65215	G31532	-	0	0	0	0
chr5	66178163	66182163	TU65216	G31532	-	0	0	0	0
chr5	66196423	66200423	TU65209	G31529	-	0	0	0	1
chr5	66198335	66202335	TU65211	G31529	-	0	0	0	0
chr5	66210559	66214559	TU65207	G31529	-	0	0	0	0
chr5	66210955	66214955	TU65205	G31529	-	0	0	0	0
chr5	66216880	66220880	TU65190	G31520	-	0	1	0	0
chr5	66232082	66236082	TU65195	G31524	-	1	0	1	0
chr5	66340534	66344534	TU65322	G31595	+	0	0	0	-1
chr5	66469446	66473446	TU65603	G31733	-	0	0	0	0
chr5	66494669	66498669	TU65340	G31604	+	0	0	0	0
chr5	66619853	66623853	TU65203	G31527	-	1	0	0	0
chr5	66659725	66663725	TU65221	G31535	-	0	0	0	0
chr5	66664037	66668037	TU65220	G31535	-	0	0	0	0
chr5	66673996	66677996	TU65219	G31535	-	0	0	0	0
chr5	66687873	66691873	TU65303	G31581	-	0	0	1	0
chr5	66716165	66720165	TU65321	G31593	-	0	1	0	0
chr5	66717704	66721704	TU65318	G31593	-	0	0	0	0
chr5	66717704	66721704	TU65320	G31593	-	0	0	0	-1
chr5	67146761	67150761	TU65288	G31571	+	0	0	0	0
chr5	67146761	67150761	TU65289	G31571	+	0	0	0	0
chr5	67188545	67192545	TU65290	G31572	+	-1	-1	0	0
chr5	67269927	67273927	TU65532	G31701	-	0	0	0	0
chr5	67269927	67273927	TU65533	G31701	-	0	0	0	0
chr5	67274383	67278383	TU65529	G31701	-	0	0	0	0
chr5	67448666	67452666	TU65270	G31559	+	0	0	0	0
chr5	67453905	67457905	TU65269	G31559	+	0	0	0	0
chr5	67464954	67468954	TU65292	G31574	+	0	-1	1	-1
chr5	67464954	67468954	TU65294	G31574	+	0	0	0	0
chr5	67470848	67474848	TU65295	G31574	+	0	0	0	-1
chr5	67915888	67919888	TU65273	G31561	-	0	0	0	0
chr5	68065619	68069619	TU65282	G31566	-	0	0	0	0
chr5	68209397	68213397	TU65314	G31591	-	-1	-1	0	0
chr5	68209397	68213397	TU65315	G31591	-	0	0	0	0
chr5	68556743	68560743	TU65287	G31570	+	0	0	0	0
chr5	68735777	68739777	TU65359	G31617	+	0	0	0	0
chr5	68735913	68739913	TU65387	G31627	-	0	0	0	0
chr5	68741060	68745060	TU65362	G31617	+	0	0	0	0
chr5	68741752	68745752	TU65389	G31627	-	0	0	0	0
chr5	69279403	69283403	TU65348	G31610	-	0	0	0	0
chr5	69294724	69298724	TU65457	G31659	-	0	0	0	0
chr5	69343484	69347484	TU65464	G31671	-	0	0	0	0
chr5	69368610	69372610	TU65441	G31659	-	0	0	0	0
chr5	69368610	69372610	TU65449	G31659	-	0	0	0	0
chr5	69368610	69372610	TU65450	G31659	-	0	0	0	0
chr5	69368610	69372610	TU65454	G31659	-	0	0	0	0
chr5	69372705	69376705	TU65444	G31659	-	0	0	0	0
chr5	69372705	69376705	TU65446	G31659	-	0	0	0	0
chr5	69372705	69376705	TU65448	G31659	-	0	0	1	1
chr5	69372705	69376705	TU65459	G31659	-	0	0	0	0
chr5	69577113	69581113	TU65310	G31587	+	0	1	1	0
chr5	69637729	69641729	TU65307	G31584	+	0	0	0	0
chr5	69638624	69642624	TU65311	G31588	+	0	0	0	0
chr5	69769809	69773809	TU65590	G31726	+	0	0	0	1
chr5	69769809	69773809	TU65596	G31726	+	0	0	0	0
chr5	69772501	69776501	TU65592	G31726	+	0	0	0	0
chr5	69772501	69776501	TU65594	G31726	+	0	0	0	0
chr5	70533899	70537899	TU65481	G31676	-	0	0	0	0
chr5	70543841	70547841	TU65478	G31676	-	0	0	0	0
chr5	70543841	70547841	TU65480	G31676	-	0	0	0	0
chr5	70546727	70550727	TU65470	G31676	-	0	0	0	0
chr5	70546727	70550727	TU65475	G31676	-	0	0	0	0
chr5	70546727	70550727	TU65476	G31676	-	0	0	0	0
chr5	70546727	70550727	TU65479	G31676	-	0	0	0	0
chr5	70546727	70550727	TU65482	G31676	-	0	1	0	-1
chr5	70546727	70550727	TU65483	G31676	-	0	0	0	0
chr5	70546727	70550727	TU65485	G31676	-	0	0	0	0
chr5	70546727	70550727	TU65487	G31676	-	0	0	0	0
chr5	70556034	70560034	TU65304	G31582	+	0	0	0	0
chr5	70558285	70562285	TU65302	G31580	+	-1	1	0	0
chr5	72190240	72194240	TU65319	G31594	+	-1	0	0	0
chr5	72495091	72499091	TU65323	G31596	-	0	0	0	0
chr5	72588580	72592580	TU65342	G31606	-	0	0	0	0
chr5	72597531	72601531	TU65343	G31606	-	0	0	0	0
chr5	72686863	72690863	TU65347	G31609	-	0	0	0	0
chr5	73237891	73241891	TU65462	G31669	+	0	0	0	0
chr5	73254853	73258853	TU65399	G31630	+	0	0	0	0
chr5	73254974	73258974	TU65398	G31630	+	0	0	0	0
chr5	73898520	73902520	TU65418	G31644	-	0	0	0	0
chr5	73909830	73913830	TU65427	G31648	-	0	0	0	0
chr5	73929039	73933039	TU65425	G31648	-	0	0	0	0
chr5	73932519	73936519	TU65432	G31654	-	0	0	-1	-1
chr5	73932896	73936896	TU65433	G31654	-	0	0	0	0
chr5	73937645	73941645	TU65414	G31640	+	0	0	0	0
chr5	73944396	73948396	TU65477	G31679	+	1	0	-1	-1
chr5	74098396	74102396	TU65439	G31658	+	1	0	0	0
chr5	74100911	74104911	TU65460	G31667	-	0	0	0	0
chr5	74118604	74122604	TU65453	G31663	-	0	0	0	0
chr5	74819607	74823607	TU65474	G31678	+	0	0	0	0
chr5	75065783	75069783	TU65490	G31681	+	0	0	0	0
chr5	75102138	75106138	TU65557	G31711	-	0	0	0	0
chr5	75103968	75107968	TU65555	G31711	-	0	0	0	0
chr5	75108368	75112368	TU65511	G31693	+	0	0	0	0
chr5	75113618	75117618	TU65512	G31693	+	-1	-1	0	0
chr5	75116155	75120155	TU65556	G31711	-	0	0	0	0
chr5	75116155	75120155	TU65558	G31711	-	0	0	0	0
chr5	75137752	75141752	TU65494	G31684	+	0	0	0	0
chr5	75325740	75329740	TU65492	G31683	-	0	0	0	0
chr5	75472873	75476873	TU65568	G31717	+	0	0	0	0
chr5	75642696	75646696	TU65640	G31748	-	0	0	0	0
chr5	76064340	76068340	TU65608	G31732	-	-1	1	0	0
chr5	76067360	76071360	TU65604	G31732	-	0	0	0	0
chr5	76067360	76071360	TU65606	G31732	-	0	0	0	0
chr5	76067360	76071360	TU65610	G31732	-	0	0	0	0
chr5	76097657	76101657	TU65601	G31732	-	0	0	0	0
chr5	76097657	76101657	TU65602	G31732	-	0	0	0	0
chr5	76175785	76179785	TU65514	G31695	-	0	0	0	0
chr5	76194412	76198412	TU65681	G31774	+	0	0	0	0
chr5	76231207	76235207	TU65988	G31960	-	0	0	0	0
chr5	76231207	76235207	TU65991	G31960	-	0	0	0	0
chr5	76459732	76463732	TU65552	G31709	-	1	0	0	0
chr5	76459732	76463732	TU65553	G31709	-	0	0	0	0
chr5	76460512	76464512	TU65551	G31709	-	0	0	0	0
chr5	76500032	76504032	TU65521	G31699	+	0	0	0	0
chr5	76780574	76784574	TU65662	G31762	+	0	0	0	0
chr5	76819371	76823371	TU65745	G31816	-	0	0	0	0
chr5	77070939	77074939	TU65572	G31718	-	0	0	0	0
chr5	77071138	77075138	TU65570	G31718	-	0	0	0	0
chr5	77154342	77158342	TU65583	G31724	-	0	0	0	0
chr5	77157527	77161527	TU65598	G31730	-	0	0	0	-1
chr5	77159692	77163692	TU65597	G31730	-	0	0	0	0
chr5	77218235	77222235	TU65664	G31764	+	0	0	0	0
chr5	77229682	77233682	TU65753	G31821	-	1	0	0	0
chr5	77236401	77240401	TU65752	G31820	-	1	0	0	0
chr5	77244511	77248511	TU65612	G31736	-	-1	0	0	0
chr5	77246551	77250551	TU65591	G31727	-	0	0	0	0
chr5	77423759	77427759	TU65643	G31751	+	0	0	0	0
chr5	77423759	77427759	TU65644	G31751	+	0	0	0	0
chr5	77423759	77427759	TU65647	G31751	+	0	0	0	0
chr5	77423759	77427759	TU65649	G31751	+	0	0	0	0
chr5	77423759	77427759	TU65654	G31751	+	0	0	0	0
chr5	77439774	77443774	TU65651	G31751	+	1	0	0	0
chr5	77593037	77597037	TU65615	G31738	+	0	0	0	0
chr5	77593432	77597432	TU65614	G31738	+	0	0	0	0
chr5	77919248	77923248	TU65613	G31737	+	0	0	0	0
chr5	78054657	78058657	TU65687	G31779	-	-1	0	0	0
chr5	78089035	78093035	TU65666	G31765	-	0	1	-1	1
chr5	78089035	78093035	TU65668	G31765	-	0	0	0	0
chr5	78089035	78093035	TU65672	G31765	-	0	0	0	0
chr5	78089035	78093035	TU65676	G31765	-	0	0	0	0
chr5	78089035	78093035	TU65677	G31765	-	0	0	0	0
chr5	78089035	78093035	TU65678	G31765	-	0	0	0	0
chr5	78138953	78142953	TU65653	G31757	+	0	0	0	0
chr5	78141833	78145833	TU65650	G31755	+	0	0	0	0
chr5	78176973	78180973	TU65636	G31746	+	0	0	0	0
chr5	78176973	78180973	TU65637	G31746	+	0	0	0	0
chr5	78176973	78180973	TU65638	G31746	+	0	0	0	0
chr5	78792841	78796841	TU65631	G31745	-	0	0	0	0
chr5	79395395	79399395	TU65642	G31750	-	0	0	0	0
chr5	80593945	80597945	TU65645	G31752	-	0	0	0	0
chr5	80824753	80828753	TU65660	G31759	-	0	0	0	0
chr5	81620581	81624581	TU65665	G31763	-	0	0	0	1
chr5	81625221	81629221	TU65663	G31763	-	0	0	0	0
chr5	82083853	82087853	TU65785	G31845	+	1	0	0	0
chr5	82083853	82087853	TU65786	G31845	+	0	0	0	0
chr5	82083853	82087853	TU65788	G31845	+	0	0	0	0
chr5	82083853	82087853	TU65789	G31845	+	0	0	0	0
chr5	82084847	82088847	TU65784	G31845	+	0	0	0	0
chr5	82084847	82088847	TU65787	G31845	+	1	0	-1	0
chr5	82086323	82090323	TU65791	G31845	+	0	0	0	0
chr5	82116362	82120362	TU65812	G31861	-	1	-1	-1	-1
chr5	82133664	82137664	TU65805	G31855	+	0	0	0	0
chr5	82744094	82748094	TU65695	G31786	+	0	0	1	0
chr5	82744094	82748094	TU65698	G31786	+	0	0	0	0
chr5	83019931	83023931	TU65697	G31787	+	0	0	0	0
chr5	83019931	83023931	TU65700	G31787	+	0	0	0	0
chr5	83225023	83229023	TU65709	G31789	+	0	0	0	0
chr5	83392722	83396722	TU65717	G31796	-	0	0	0	0
chr5	83586427	83590427	TU65682	G31773	-	1	1	1	0
chr5	83589596	83593596	TU65686	G31773	-	0	0	0	0
chr5	85198600	85202600	TU65684	G31777	+	0	0	0	0
chr5	85961499	85965499	TU65679	G31771	+	0	0	0	0
chr5	86770126	86774126	TU65691	G31775	-	0	0	0	0
chr5	87151326	87155326	TU65710	G31790	+	1	1	-1	1
chr5	87155374	87159374	TU65714	G31794	-	1	1	1	0
chr5	87266149	87270149	TU65715	G31794	-	0	0	0	0
chr5	87627535	87631535	TU65729	G31808	+	0	0	0	0
chr5	88679307	88683307	TU65760	G31825	-	1	0	0	0
chr5	88687108	88691108	TU65719	G31798	+	0	0	0	0
chr5	88718284	88722284	TU65718	G31797	-	0	0	0	0
chr5	88756677	88760677	TU65971	G31949	+	1	0	0	0
chr5	88791907	88795907	TU65726	G31805	+	0	0	0	0
chr5	88820275	88824275	TU65748	G31818	-	0	0	0	0
chr5	89243462	89247462	TU65747	G31817	+	0	0	0	0
chr5	89243462	89247462	TU65750	G31817	+	0	0	0	0
chr5	89413500	89417500	TU65736	G31812	-	0	0	0	0
chr5	89525109	89529109	TU65757	G31824	+	0	0	0	0
chr5	89610758	89614758	TU65813	G31860	+	0	0	0	0
chr5	89614404	89618404	TU65811	G31860	+	0	1	0	0
chr5	89651181	89655181	TU65756	G31823	+	0	0	0	0
chr5	89907783	89911783	TU65870	G31892	+	0	0	0	0
chr5	89907783	89911783	TU65873	G31892	+	0	0	0	0
chr5	89945552	89949552	TU65883	G31899	-	0	0	0	0
chr5	90046837	90050837	TU65921	G31920	-	0	0	0	0
chr5	90046837	90050837	TU65922	G31920	-	0	-1	0	1
chr5	90194687	90198687	TU65896	G31904	-	1	1	0	0
chr5	90198808	90202808	TU65778	G31840	+	0	1	0	0
chr5	90200038	90204038	TU65892	G31904	-	0	0	0	0
chr5	90200414	90204414	TU65901	G31904	-	0	0	0	0
chr5	90204288	90208288	TU65889	G31904	-	0	0	0	0
chr5	90204288	90208288	TU65890	G31904	-	0	0	0	0
chr5	90204288	90208288	TU65891	G31904	-	0	0	0	0
chr5	90204288	90208288	TU65894	G31904	-	0	0	0	0
chr5	90204288	90208288	TU65895	G31904	-	0	0	0	0
chr5	90204288	90208288	TU65899	G31904	-	0	0	0	0
chr5	90204288	90208288	TU65900	G31904	-	0	0	0	0
chr5	90204288	90208288	TU65902	G31904	-	0	0	0	0
chr5	90204288	90208288	TU65903	G31904	-	0	0	0	0
chr5	90258498	90262498	TU66162	G32048	+	0	0	0	0
chr5	90515061	90519061	TU65768	G31833	-	-1	0	0	0
chr5	90515061	90519061	TU65771	G31833	-	0	0	0	0
chr5	90515061	90519061	TU65773	G31833	-	0	0	0	0
chr5	90689541	90693541	TU65767	G31832	+	0	0	0	0
chr5	90715539	90719539	TU65766	G31831	-	0	0	0	0
chr5	91029491	91033491	TU65777	G31839	-	0	0	0	0
chr5	91712918	91716918	TU65798	G31851	+	0	0	0	0
chr5	91712918	91716918	TU65800	G31851	+	0	0	0	0
chr5	91765128	91769128	TU65792	G31847	-	0	0	0	0
chr5	91765662	91769662	TU65793	G31847	-	0	0	0	0
chr5	91765738	91769738	TU65794	G31847	-	0	0	0	0
chr5	91837578	91841578	TU65781	G31843	-	0	0	0	0
chr5	91839782	91843782	TU65782	G31843	-	0	0	0	0
chr5	91842060	91846060	TU65779	G31841	+	0	0	0	0
chr5	91876849	91880849	TU65846	G31880	-	0	0	0	0
chr5	91922625	91926625	TU65852	G31885	-	0	0	0	0
chr5	91922823	91926823	TU65834	G31873	+	0	-1	1	1
chr5	91922823	91926823	TU65837	G31873	+	0	0	0	0
chr5	91924974	91928974	TU65815	G31863	+	0	0	0	0
chr5	91937178	91941178	TU65836	G31873	+	0	0	0	0
chr5	91938147	91942147	TU65839	G31873	+	0	0	0	0
chr5	91941951	91945951	TU65841	G31873	+	0	0	-1	0
chr5	91968907	91972907	TU65932	G31925	+	0	0	-1	0
chr5	92096175	92100175	TU65796	G31849	-	0	0	0	0
chr5	92099052	92103052	TU65795	G31848	+	0	0	0	0
chr5	92208181	92212181	TU65804	G31854	+	0	0	-1	0
chr5	92308167	92312167	TU65810	G31859	+	0	0	0	0
chr5	92432964	92436964	TU65840	G31875	+	-1	1	0	-1
chr5	92524775	92528775	TU66119	G32025	-	0	0	0	0
chr5	92728921	92732921	TU65845	G31879	-	0	0	0	0
chr5	92743061	92747061	TU65844	G31878	-	0	0	0	0
chr5	92796219	92800219	TU65856	G31886	-	0	1	0	0
chr5	92984273	92988273	TU65879	G31896	-	0	0	0	0
chr5	93016334	93020334	TU65880	G31897	-	-1	0	-1	-1
chr5	93016334	93020334	TU65881	G31897	-	0	0	0	0
chr5	93090952	93094952	TU65898	G31907	-	0	0	0	0
chr5	93124611	93128611	TU66049	G31991	-	0	0	0	0
chr5	93168656	93172656	TU66071	G31998	-	0	0	-1	0
chr5	93290617	93294617	TU65882	G31898	+	-1	0	0	0
chr5	93326328	93330328	TU65884	G31900	-	0	0	0	0
chr5	93355807	93359807	TU65905	G31909	+	0	0	0	0
chr5	93394830	93398830	TU65913	G31915	-	0	0	0	0
chr5	93408392	93412392	TU65936	G31929	+	0	0	1	-1
chr5	93416724	93420724	TU66182	G32061	-	0	0	-1	-1
chr5	93462115	93466115	TU66184	G32062	-	0	0	0	0
chr5	93480963	93484963	TU66177	G32059	-	0	0	0	0
chr5	93491719	93495719	TU66179	G32059	-	0	0	-1	-1
chr5	93703384	93707384	TU65910	G31912	+	0	0	0	0
chr5	93841755	93845755	TU65908	G31910	+	0	0	0	0
chr5	93852243	93856243	TU66229	G32077	+	0	0	0	0
chr5	93852243	93856243	TU66231	G32077	+	0	0	0	0
chr5	93852243	93856243	TU66232	G32077	+	0	0	0	0
chr5	93852389	93856389	TU66228	G32077	+	0	0	0	0
chr5	93852389	93856389	TU66234	G32077	+	0	0	0	0
chr5	93852389	93856389	TU66236	G32077	+	0	0	0	0
chr5	93852623	93856623	TU66224	G32077	+	0	0	0	0
chr5	93852623	93856623	TU66225	G32077	+	0	0	0	0
chr5	93852623	93856623	TU66226	G32077	+	0	0	0	0
chr5	93852623	93856623	TU66227	G32077	+	0	0	0	0
chr5	93852623	93856623	TU66233	G32077	+	0	0	0	0
chr5	94346411	94350411	TU66501	G32225	-	0	-1	1	1
chr5	94346411	94350411	TU66502	G32225	-	-1	0	0	0
chr5	94369095	94373095	TU66317	G32128	+	0	0	0	0
chr5	94523708	94527708	TU66335	G32137	+	0	0	0	0
chr5	94649653	94653653	TU66465	G32208	+	0	0	0	0
chr5	94682255	94686255	TU66467	G32208	+	0	0	0	0
chr5	94837859	94841859	TU66235	G32077	+	0	0	0	0
chr5	94989882	94993882	TU65924	G31922	+	0	0	0	0
chr5	95020870	95024870	TU65925	G31922	+	0	0	0	0
chr5	95020870	95024870	TU65926	G31922	+	0	0	0	0
chr5	95020870	95024870	TU65927	G31922	+	0	0	0	0
chr5	95199747	95203747	TU65912	G31914	+	1	1	1	-1
chr5	95787556	95791556	TU66000	G31965	-	0	-1	0	0
chr5	95790491	95794491	TU65999	G31965	-	0	0	0	0
chr5	95836702	95840702	TU65938	G31931	-	0	0	0	0
chr5	96054438	96058438	TU65945	G31935	+	0	1	0	0
chr5	96298247	96302247	TU65960	G31941	+	0	0	0	0
chr5	96847553	96851553	TU65972	G31950	+	0	0	0	0
chr5	96909766	96913766	TU65974	G31952	+	0	0	0	0
chr5	96925821	96929821	TU65975	G31952	+	0	0	0	0
chr5	96926162	96930162	TU65977	G31954	-	0	0	0	0
chr5	97067604	97071604	TU66223	G32078	-	0	1	1	0
chr5	97149190	97153190	TU65995	G31963	+	0	0	0	0
chr5	97152124	97156124	TU65996	G31964	+	0	0	0	0
chr5	97188471	97192471	TU65979	G31955	+	0	0	0	0
chr5	97191339	97195339	TU65978	G31955	+	0	0	0	0
chr5	97344221	97348221	TU66018	G31977	+	1	-1	-1	0
chr5	97349882	97353882	TU66129	G32030	-	0	1	0	-1
chr5	97349882	97353882	TU66130	G32030	-	0	0	0	0
chr5	97349882	97353882	TU66131	G32030	-	0	0	0	0
chr5	97390419	97394419	TU66062	G31995	+	0	0	0	0
chr5	97393370	97397370	TU66058	G31995	+	0	0	0	0
chr5	97393370	97397370	TU66061	G31995	+	0	0	0	0
chr5	97393370	97397370	TU66064	G31995	+	0	0	0	0
chr5	97393370	97397370	TU66065	G31995	+	0	0	0	0
chr5	97613361	97617361	TU66146	G32042	+	0	-1	1	0
chr5	97613361	97617361	TU66148	G32042	+	0	0	0	0
chr5	97613361	97617361	TU66150	G32042	+	0	0	0	0
chr5	97617526	97621526	TU66152	G32045	+	-1	0	0	0
chr5	97625043	97629043	TU66154	G32046	+	0	0	0	0
chr5	97817882	97821882	TU66001	G31966	-	0	0	0	0
chr5	97822731	97826731	TU66003	G31968	-	0	0	0	0
chr5	98071069	98075069	TU66012	G31973	-	0	0	0	0
chr5	98072195	98076195	TU66004	G31969	+	0	0	0	0
chr5	98072687	98076687	TU66011	G31973	-	0	0	0	0
chr5	98287934	98291934	TU66016	G31976	-	0	0	0	0
chr5	98287934	98291934	TU66017	G31976	-	0	0	0	0
chr5	99101371	99105371	TU66019	G31978	-	0	0	0	0
chr5	99101371	99105371	TU66020	G31978	-	0	0	0	0
chr5	99833287	99837287	TU66031	G31985	-	0	0	0	0
chr5	99833287	99837287	TU66033	G31985	-	0	0	0	0
chr5	99833974	99837974	TU66030	G31985	-	0	0	0	0
chr5	99892813	99896813	TU66024	G31981	-	0	0	0	0
chr5	99905089	99909089	TU66066	G31996	+	0	1	1	0
chr5	99905089	99909089	TU66068	G31996	+	0	1	0	0
chr5	99986959	99990959	TU66067	G31997	-	0	0	1	-1
chr5	99991630	99995630	TU66069	G31997	-	0	0	0	0
chr5	99991630	99995630	TU66070	G31997	-	0	0	0	0
chr5	100011387	100015387	TU66091	G32008	-	0	0	0	0
chr5	100105011	100109011	TU66102	G32015	+	0	0	0	0
chr5	100294716	100298716	TU66099	G32011	-	0	1	0	0
chr5	100296131	100300131	TU66094	G32011	-	0	0	0	0
chr5	100296131	100300131	TU66095	G32011	-	0	1	-1	0
chr5	100296131	100300131	TU66096	G32011	-	0	0	0	0
chr5	100296131	100300131	TU66097	G32011	-	0	0	0	0
chr5	100298485	100302485	TU66073	G32000	+	0	0	0	0
chr5	100356565	100360565	TU66139	G32038	+	0	0	0	0
chr5	100358895	100362895	TU66142	G32038	+	0	0	0	1
chr5	100358895	100362895	TU66143	G32038	+	0	0	0	0
chr5	100427479	100431479	TU66509	G32229	-	0	0	0	-1
chr5	100725091	100729091	TU66116	G32023	+	0	0	0	0
chr5	100725091	100729091	TU66120	G32023	+	0	0	0	0
chr5	100726069	100730069	TU66122	G32023	+	0	0	0	0
chr5	100726069	100730069	TU66123	G32023	+	0	0	0	0
chr5	100820872	100824872	TU66104	G32017	+	0	0	0	0
chr5	100820872	100824872	TU66107	G32017	+	0	0	0	0
chr5	100830498	100834498	TU66113	G32022	-	0	0	0	0
chr5	100846121	100850121	TU66306	G32121	+	-1	1	1	-1
chr5	100985262	100989262	TU66093	G32010	-	0	0	0	0
chr5	101005714	101009714	TU66117	G32024	+	-1	-1	0	-1
chr5	101713537	101717537	TU66121	G32026	+	0	0	0	0
chr5	101740715	101744715	TU66165	G32050	-	0	0	0	0
chr5	101953642	101957642	TU66273	G32101	+	-1	0	0	0
chr5	102004378	102008378	TU66279	G32105	+	1	0	0	0
chr5	102026800	102030800	TU66877	G32408	-	0	0	0	0
chr5	102273501	102277501	TU66140	G32039	+	0	0	0	0
chr5	103053176	103057176	TU66167	G32052	+	0	0	0	0
chr5	103280584	103284584	TU66144	G32040	-	0	0	0	0
chr5	103376699	103380699	TU66155	G32047	-	0	0	0	0
chr5	103380171	103384171	TU66166	G32051	-	-1	0	0	0
chr5	103382011	103386011	TU66147	G32043	-	1	-1	0	0
chr5	103417932	103421932	TU66145	G32041	+	0	0	0	0
chr5	103662350	103666350	TU66168	G32053	+	0	0	0	0
chr5	103662350	103666350	TU66169	G32053	+	0	0	0	0
chr5	104538565	104542565	TU66346	G32143	-	0	0	1	0
chr5	104607338	104611338	TU66712	G32335	-	0	0	-1	0
chr5	104607434	104611434	TU66408	G32182	+	0	0	0	0
chr5	104607729	104611729	TU66720	G32342	-	0	0	0	0
chr5	104633621	104637621	TU66411	G32182	+	-1	0	1	-1
chr5	104635361	104639361	TU66413	G32182	+	0	0	0	0
chr5	104641323	104645323	TU66521	G32233	+	0	0	0	0
chr5	104686560	104690560	TU66409	G32182	+	0	0	-1	0
chr5	104697830	104701830	TU66519	G32232	+	1	0	1	0
chr5	104702295	104706295	TU66293	G32114	+	0	0	0	0
chr5	104724150	104728150	TU66302	G32118	+	0	0	0	0
chr5	104736358	104740358	TU66392	G32176	-	-1	-1	0	0
chr5	104739300	104743300	TU66393	G32176	-	0	0	0	0
chr5	104741130	104745130	TU66391	G32176	-	0	0	0	0
chr5	104757489	104761489	TU66212	G32072	-	1	1	0	1
chr5	104763597	104767597	TU66213	G32072	-	0	0	0	0
chr5	104768056	104772056	TU66230	G32079	+	0	1	0	0
chr5	104787945	104791945	TU66284	G32109	-	0	-1	-1	0
chr5	104787945	104791945	TU66285	G32109	-	1	1	1	0
chr5	104789968	104793968	TU66271	G32100	+	1	0	1	0
chr5	104789968	104793968	TU66272	G32100	+	0	0	0	0
chr5	104803780	104807780	TU66863	G32413	-	0	0	1	0
chr5	104808543	104812543	TU66282	G32107	+	0	0	0	0
chr5	104833267	104837267	TU66353	G32148	+	0	0	1	0
chr5	104859270	104863270	TU66370	G32160	+	0	1	-1	0
chr5	104875483	104879483	TU66376	G32166	+	0	0	0	0
chr5	104894958	104898958	TU66864	G32414	-	-1	1	0	0
chr5	104904350	104908350	TU66238	G32081	+	0	0	0	-1
chr5	104907210	104911210	TU66250	G32089	-	0	0	0	0
chr5	104910476	104914476	TU66277	G32104	-	0	0	0	0
chr5	104913876	104917876	TU66278	G32104	-	0	0	-1	0
chr5	104932286	104936286	TU66254	G32092	-	0	0	0	0
chr5	104974511	104978511	TU66245	G32085	+	0	0	0	0
chr5	105387206	105391206	TU66249	G32088	+	-1	0	0	0
chr5	105407399	105411399	TU66251	G32090	+	0	0	0	0
chr5	105413426	105417426	TU66275	G32102	-	0	0	0	-1
chr5	105423733	105427733	TU66274	G32102	-	0	0	0	0
chr5	105649111	105653111	TU66360	G32139	+	0	0	0	0
chr5	105654031	105658031	TU66362	G32139	+	0	-1	0	0
chr5	105654031	105658031	TU66363	G32139	+	0	-1	-1	-1
chr5	105692582	105696582	TU66269	G32098	-	1	1	0	0
chr5	105694346	105698346	TU66268	G32098	-	0	0	0	0
chr5	105722206	105726206	TU66303	G32119	+	1	1	0	1
chr5	105722206	105726206	TU66304	G32119	+	0	1	1	0
chr5	105727400	105731400	TU66354	G32149	-	1	1	1	0
chr5	105727400	105731400	TU66355	G32149	-	0	0	0	0
chr5	105742295	105746295	TU66369	G32159	-	0	0	0	0
chr5	105749731	105753731	TU66315	G32127	+	0	0	0	-1
chr5	105858693	105862693	TU66280	G32106	-	0	0	0	0
chr5	105858693	105862693	TU66281	G32106	-	0	0	0	0
chr5	105859646	105863646	TU66300	G32116	+	0	0	0	0
chr5	105860494	105864494	TU66297	G32116	+	0	1	1	1
chr5	105862576	105866576	TU66299	G32116	+	0	0	0	0
chr5	105862638	105866638	TU66296	G32116	+	0	-1	0	0
chr5	106149566	106153566	TU66428	G32192	+	0	0	0	0
chr5	106149566	106153566	TU66429	G32192	+	0	0	0	0
chr5	106149566	106153566	TU66431	G32192	+	0	0	0	0
chr5	106149566	106153566	TU66433	G32192	+	0	0	0	0
chr5	106149566	106153566	TU66434	G32192	+	0	0	0	0
chr5	106208271	106212271	TU66432	G32192	+	0	0	0	0
chr5	106210074	106214074	TU66459	G32207	-	0	0	0	0
chr5	106310241	106314241	TU66466	G32209	-	0	0	0	0
chr5	106400028	106404028	TU66292	G32113	+	0	0	0	0
chr5	106400028	106404028	TU66294	G32113	+	-1	0	0	0
chr5	106401383	106405383	TU66309	G32124	+	0	0	0	0
chr5	106402822	106406822	TU66326	G32133	-	0	0	0	0
chr5	106509877	106513877	TU66311	G32125	-	0	0	0	0
chr5	106588346	106592346	TU66603	G32275	-	-1	0	0	0
chr5	106590917	106594917	TU66602	G32275	-	-1	0	0	0
chr5	106736954	106740954	TU66305	G32120	+	0	0	0	0
chr5	106749352	106753352	TU66307	G32122	-	0	0	0	0
chr5	106772072	106776072	TU66416	G32185	+	0	0	0	0
chr5	106772072	106776072	TU66418	G32185	+	0	0	0	0
chr5	106918630	106922630	TU66371	G32161	+	0	0	0	0
