#Chrom	Start	End	TransposableElementTranscript	TransposableElementSymbol	Strand	2cell.GG.WT	2cell.AG.WT	Morula.GG.WT	Morula.AG.WT	ICM.GG.WT	ICM.AG.WT	TE.GG.WT	TE.AG.WT	Morula.GG.K9Dplt	Morula.AG.K9Dplt
chr9	21710193	21713526	TU87062	G42177	-	1.42474	2.71984	0.974529	0.347099	0.291604	0	0.211635	0.208725	0.445197	0.240416
chr9	21710193	21713526	TU87064	G42177	-	1.42474	2.71984	0.974529	0.347099	0.291604	0	0.211635	0.208725	0.445197	0.240416
chr9	44124876	44125293	TU87077	G42128	-	2.4997	3.63731	0	0	0	2.15974	0	0	0	1.94711
chr9	45365432	45366914	TU87080	G42190	+	0.499442	0	0	0.701623	0	0	0	0	0	0
chr9	45494802	45495964	TU87083	G42193	-	0	0	0	0	2.4429	0	0	0	0	0
chr9	36812763	36813907	TU87099	G42204	+	2.44599	3.05797	2.98623	3.07798	0	0	0	0	3.24359	2.23818
chr9	36813236	36813907	TU87101	G42204	+	6.04768	5.99469	7.35795	7.24632	7.1022	7.09774	7.63624	7.73486	7.35975	7.36784
chr9	36816186	36820491	TU87106	G42207	+	1.74588	2.6575	0	0.269831	0	0	0	0	0	0.175045
chr9	36825057	36826090	TU87107	G42208	+	3.8886	2.69073	0	0	0	0	0	0	1.3978	0
chr9	46246946	46249474	TU87122	G42217	+	0	0.783582	0	0	0	0	0	0	0	0
chr9	31034201	31039827	TU87129	G42221	+	2.44679	1.15186	1.42349	3.16355	0.719841	0.312665	1.53506	1.46415	2.66732	2.99458
chr9	46514490	46515712	TU87146	G42227	-	2.94348	1.59941	0	0	0	0	0	0	0	0
chr9	46610600	46627389	TU87149	G42230	+	0.308788	0.0282862	0	0.016734	0	0	0.0417103	0	0.349931	0.0449769
chr9	47512871	47514403	TU87150	G42231	+	1.72828	0	0	0	0	0	0	0	0	0
chr9	46516647	46561446	TU87155	G42234	+	0.246915	0.047678	0.0374994	0.107911	0	0.0138791	0	0	0.151859	0.0849713
chr9	46516076	46561446	TU87157	G42234	+	0.00192231	0	0.000961476	0.00384207	0	0	0	0	0.0071955	0.00384207
chr9	21469853	21472106	TU87161	G42237	+	2.90535	1.98572	2.4991	2.71326	1.76921	2.89769	0.423668	2.23419	3.13291	4.10336
chr9	48032530	48036581	TU87164	G42239	-	0	0.309642	0	0	0	0	0	0	0.235114	0
chr9	21519114	21521678	TU87171	G42241	+	0.775683	1.16543	1.13093	1.59343	1.73046	0.875256	1.12587	0	0.482332	1.64339
chr9	47484407	47512599	TU87177	G42246	-	0	0	0	0	0	0	0	0	0.133564	0.237564
chr9	47484407	47485144	TU87178	G42246	-	3.94339	2.12981	4.4626	4.50864	4.382	5.61455	1.40381	5.68426	1.19566	5.41509
chr9	47484407	47501979	TU87179	G42246	-	0.0148314	0.00748258	0	0.217438	0	0	0.0653425	0.0630427	0	0.112367
chr9	47484407	47506871	TU87180	G42246	-	0.0726775	0	0.427606	0.228973	0.475431	0	0	0.136629	0	0.625115
chr9	48056068	48105936	TU87183	G42249	+	0.128293	0.0347792	0	0.0105412	0	0.0124495	0	0	0	0.0722202
chr9	48056068	48152053	TU87185	G42249	+	0.0210059	0.122739	0.022427	0	0	0.416479	0	0	0.0676387	0.0328061
chr9	31028976	31031154	TU87186	G42251	-	1.04031	1.03801	1.55123	0	1.06787	0	2.50097	2.21215	0	1.00048
chr9	30972821	31010067	TU87187	G42251	-	0.0500953	0.0601858	0.0153073	0.0162586	0	0.064423	0	0	0.041243	0.0110185
chr9	30972821	30986734	TU87188	G42251	-	0.0726775	0.028852	0.214125	0.0143553	0	0	0.904067	0.831877	0.115033	0.16264
chr9	48461809	48462857	TU87189	G42252	-	0.512648	4.57885	1.02763	2.01614	0	0.649232	0	0	0	0.520045
chr9	30968936	31031154	TU87190	G42251	-	0.0500953	0.0989585	0.0676387	0.148826	0	0	0	0.420437	0.0813396	0.109249
chr9	48162164	48277973	TU87193	G42255	+	0.107018	0.121944	0.174193	0.0758749	0.647698	0.351628	1.04498	1.13005	0.747173	0.77933
chr9	48952776	48956554	TU87206	G42260	+	0	0.160146	0	0	0	0	0	0	0.251568	0
chr9	48450345	48451575	TU87211	G42264	-	7.53641	7.34679	8.2564	8.37957	7.53959	7.51454	7.53343	7.5437	8.12029	8.29491
chr9	48450345	48451575	TU87213	G42264	-	7.53641	7.34679	8.2564	8.37957	7.53959	7.51454	7.53343	7.5437	8.12029	8.29491
chr9	48450345	48451575	TU87214	G42264	-	7.53641	7.34679	8.2564	8.37957	7.53959	7.51454	7.53343	7.5437	8.12029	8.29491
chr9	49086007	49086961	TU87226	G42272	-	1.37481	0	0	0	0	0	0	0	0.943359	0
chr10	80612874	80615997	TU8723	G4275	-	4.9955	4.09697	6.96839	7.02752	8.04606	9.16768	8.31174	8.23314	7.12047	7.59289
chr9	48266106	48305438	TU87234	G42277	-	0	0.00345832	0	0	0	0	0	0	0	0
chr9	48266106	48268832	TU87235	G42277	-	3.17972	3.40561	1.18756	1.15121	1.31904	0.0917562	2.73379	0	0	0
chr9	48304738	48305438	TU87236	G42277	-	3.05728	3.46524	1.6722	0	0	0	0	0	0	0
chr9	48279880	48305438	TU87237	G42277	-	0.21661	0.131985	0.180997	0.0468403	0.372952	0.036093	0	0	0.235114	0.16907
chr9	48277577	48305438	TU87238	G42277	-	0	0.0384362	0	0	0	0	0	0	0	0
chr9	49049667	49052523	TU87243	G42282	+	2.46745	3.9928	0	0.713696	0.343692	0.408531	0	0	0.310922	0
chr9	49049667	49054798	TU87245	G42282	+	0	0.626673	0	0	0	0	0	0	0	0
chr9	47260694	47298631	TU87246	G42284	-	0	0	0	0	0	0	0	0	0	0
chr9	48981031	48984957	TU87247	G42285	-	0.347099	0	0.0967116	0	0	2.53928	0	0.681974	0.24245	0.512648
chr9	49053873	49054798	TU87248	G42282	+	3.31909	2.7253	0	0	0	0	0	0	0	0
chr9	47260694	47282151	TU87249	G42284	-	0.375178	0.280244	0.0524159	0.0542697	0.109695	0.0431112	0.0262099	0	0.0751903	0.0556584
chr9	48977635	48978019	TU87250	G42285	-	5.36507	4.74625	0	2.07827	0	0	0	0	0	3.31479
chr9	48975380	48978708	TU87251	G42285	-	1.54498	1.13881	0.0813396	0.156181	0	0	2.44069	0.483708	0	0.784644
chr9	47296118	47298631	TU87252	G42284	-	3.92394	3.25254	0.27023	0	0	0	0	0	0	0
chr9	48977635	48984957	TU87253	G42285	-	0	0.0601858	0	0.0342157	0	0	0	0	0.122341	0
chr9	47260694	47298631	TU87255	G42284	-	0	0	0	0	0	0	0	0	0	0
chr9	47260694	47282151	TU87257	G42284	-	0.375178	0.280244	0.0524159	0.0542697	0.109695	0.0431112	0.0262099	0	0.0751903	0.0556584
chr9	47260694	47297337	TU87259	G42284	-	0	0.249991	0.0172093	0	0	0	0	0	0	0.110586
chr10	80694581	80695656	TU8726	G4278	-	0.498081	1.36412	0	0.592317	0	0	2.00108	0	0.815985	1.80557
chr9	47260694	47282151	TU87262	G42284	-	0.375178	0.280244	0.0524159	0.0542697	0.109695	0.0431112	0.0262099	0	0.0751903	0.0556584
chr9	50459873	50461306	TU87267	G42291	-	0.35464	0	0	0	1.12322	0	0	0	0	0
chr9	50488944	50494322	TU87268	G42292	-	0.178874	0.151859	0.0949116	0.104784	0	1.01126	0.734077	1.56933	0.336855	1.17462
chr9	50472771	50479539	TU87273	G42295	-	0	0	0	0	0	0	0	0.590083	0	0
chr9	50472771	50478282	TU87276	G42295	-	0	0	0.240009	0	0.732342	0.114145	0	0.382944	0.31904	0
chr9	50226398	50232853	TU87280	G42297	-	0	0.0203422	0.153157	0.0440443	0	1.00911	0	0.27739	0.149259	0.234297
chr9	50232642	50233094	TU87281	G42297	-	0.893233	0	0	0	0	5.12844	0	5.28083	0	3.32193
chr9	50397643	50423789	TU87282	G42298	-	0.137066	0.259905	0.118138	0.270629	0	0	0.0435778	0.0346853	0.389567	0.273416
chr9	50226398	50233204	TU87283	G42297	-	0	0	0	0	0	0	0	0	0	0
chr9	50232642	50233204	TU87284	G42297	-	0	0	0	0	0	0	0	0	0	0
chr9	51070848	51113449	TU87298	G42311	+	0.0671798	0.00547185	0.0205318	0.00575927	0	0.0356239	0	0	0.0214797	0.0176844
chr9	46284934	46285825	TU87305	G42314	+	2.54267	3.90601	0.728574	1.20706	0	0	0	0	1.04858	0
chr9	51391123	51392115	TU87308	G42317	-	1.8484	1.44647	0	0	0	0	0	0	0	0
chr9	51290547	51300410	TU87309	G42318	+	0.123004	0.691534	0.026682	0	0	0	0	0	0	0.0767871
chr9	46283374	46284689	TU87322	G42325	-	0.905608	2.26694	0.559084	0.52038	0	0.189034	0	0.29944	0.270828	0.35012
chr9	46283374	46284689	TU87324	G42325	-	0.905608	2.26694	0.559084	0.52038	0	0.189034	0	0.29944	0.270828	0.35012
chr9	46283374	46284689	TU87325	G42325	-	0.905608	2.26694	0.559084	0.52038	0	0.189034	0	0.29944	0.270828	0.35012
chr9	46019078	46030794	TU87329	G42326	+	0.386995	1.07519	0.532733	1.42295	0	0	0.0940108	0.176323	0.27262	0.572728
chr9	51695694	51743051	TU87331	G42327	+	0.134878	0.0186342	0.026682	0.0280976	0.0205318	0.0195833	0.0205318	0	0.162855	0.112811
chr9	51913505	51916837	TU87337	G42331	-	0.077243	0	0.221155	1.5329	0	0	0	0	1.04299	0.421156
chr9	44197002	44198493	TU87357	G42337	-	2.0689	2.54617	1.24103	2.0109	0	5.2961	0	2.61604	2.52218	2.04007
chr9	46019788	46024501	TU87359	G42339	-	0	0.56267	0.0318657	1.37072	0	0	0	0	0.0697022	0.325386
chr9	52100230	52100921	TU87360	G42340	+	2.37481	1.23045	0	0.48474	0	0	0	1.9476	1.27828	0
chr9	51969532	51971165	TU87361	G42341	+	2.4251	3.58842	0	0	0	0	0	0	0	0.31769
chr9	51969532	51982663	TU87362	G42341	+	0.104337	0	0.0384362	0	0	0.0703893	0	0	0.391218	0.166501
chr9	52002063	52021129	TU87364	G42343	-	0.885965	0.738811	0.398715	0.580789	0.38036	0.0328061	1.75389	0.952831	0.343692	0.174193
chr9	46156888	46158282	TU87365	G42344	-	1.588	1.38106	3.61149	3.12482	2.86493	3.36905	0	3.50254	3.28806	2.92283
chr9	50086249	50088658	TU87367	G42346	+	3.88938	4.36562	0.934328	0.979903	0	0	0.840497	0	0	0.304511
chr9	50081988	50148557	TU87368	G42347	+	0.33075	0.509544	0.0119726	0.0124495	0	0.00958605	0	0.0138791	0.0827026	0.0143553
chr9	50081988	50083346	TU87369	G42347	+	2.69681	3.05603	0.0690147	0.0134027	0	0	0	0.965938	1.26873	0.598365
chr9	50088957	50102053	TU87370	G42348	+	0	0.683831	0	0	0	0	0	0	0.0243197	0.047771
chr9	50098763	50102053	TU87371	G42348	+	0.770618	1.24525	0.32385	0	0.119909	0	0	0.111922	0	0
chr9	52156368	52158887	TU87372	G42349	-	0.377401	0.105946	0	3.70476	0	0	0	0	0	1.10367
chr9	50096547	50097510	TU87373	G42350	+	0.525401	2.783	0	0	0	0	0	0	1.42921	0.733499
chr9	52153560	52158887	TU87374	G42349	-	0	0.0629506	0	0.100305	0	0	0	0	0.180148	1.00432
chr9	50093563	50094318	TU87375	G42351	+	0.633819	2.29042	0	0	0	0	0	0	0	0
chr9	46159474	46175105	TU87376	G42352	-	0.0621217	0.504061	0.706052	0.391768	0	0.0786098	0	0	0.479231	0.113256
chr9	52203113	52203553	TU87381	G42355	+	0	0	0	4.08296	0	0	0	0	0	0
chr9	52203113	52208099	TU87382	G42355	+	0	0	0	0.603755	0	0	0	0	0	0.151426
chr9	52193061	52195247	TU87387	G42357	-	0	1.45365	0.178024	4.36725	0.439712	0	0	1.47214	0.327687	2.84056
chr9	53026369	53038105	TU87388	G42358	-	0.0827026	0.0174944	0.0630427	0.751892	0	0.129173	0.264637	0	0	0
chr9	52184685	52195247	TU87389	G42357	-	0	0.0364682	0	1.73118	0	0	0	0.85599	0.193456	2.14121
chr9	44289938	44291314	TU87401	G42361	-	4.19972	3.24714	4.53201	4.74443	3.96243	0	1.83228	3.71849	3.53711	2.17345
chr9	53341036	53342948	TU87411	G42365	+	0.291604	1.16401	3.49642	2.12057	3.61604	3.46771	4.1838	6.78345	3.82731	5.29077
chr9	52269334	52295105	TU87416	G42367	+	0.0114956	0.00518438	0.0100637	0.903553	0	0	0	0.0726775	0	0.308788
chr9	52269334	52357294	TU87417	G42367	+	0.015783	0.0409625	0	0.0468403	0	0.0138791	0.0299829	0	0.103665	0.315759
chr9	52269334	52314232	TU87418	G42367	+	0.00528021	0.024887	0	0.313439	0	0	0.0247925	0	0.187134	0.712522
chr9	53742060	53745834	TU87426	G42370	-	0	0.184725	0.170352	0.39689	0	0	0	0	1.05276	0.842644
chr9	52285208	52286121	TU87432	G42373	-	0	2.60516	0	4.10179	2.07872	0	0	0.901752	0	3.14899
chr9	53868672	53881097	TU87437	G42376	-	0.359896	0.438506	0.382206	0.171207	1.58191	2.64386	0.38036	0.827006	0.602172	0.300221
chr9	52286594	52287200	TU87440	G42379	-	0	0	0	0	0	5.83993	0	0	0	1.19493
chr9	52286594	52287523	TU87441	G42379	-	0	0	0	1.74215	0	0	0	4.65283	0	0
chr9	53881334	53900878	TU87443	G42381	+	0	0.0243197	0.146221	0.164357	0	0	0	0	0	0.144482
chr9	53881334	53892575	TU87444	G42381	+	0.831067	0.793438	0.403086	0.112811	0.741862	0.414677	0.877352	0.3049	0.742869	0.690343
chr9	53899911	53900878	TU87445	G42381	+	0	0.440633	0	0	2.01887	0	0	2.02692	4.4495	0
chr9	54740371	54747432	TU87461	G42390	+	0.0356239	0.230695	0	0.0685562	0	0	0	0	0.243669	0.107018
chr9	54791053	54799409	TU87465	G42393	+	0	0.0432045	0.27739	0.057508	0	0	0	0	0	0.331896
chr9	54840086	54841713	TU87473	G42397	+	1.05751	0.088413	0	0.163928	0	0	0	1.2345	0	1.19409
chr9	54841363	54841713	TU87476	G42397	+	3.96181	2.44642	0	4.28988	5.12956	0	0	5.33251	0	3.49001
chr9	54351406	54370470	TU87493	G42407	+	4.70841	4.10405	2.8516	2.72115	3.91695	3.14062	4.05323	4.40833	2.8088	2.87394
chr9	55094287	55095888	TU87496	G42408	+	0	0.0703893	0.459082	0.16693	0	0	0	2.06844	0	0.324619
chr9	55058705	55073397	TU87504	G42414	+	0.455579	0.717912	2.45523	0.572728	1.46728	0	1.70502	0.755885	2.64766	1.96249
chr9	54823270	54825075	TU87512	G42416	+	5.88263	5.66209	5.85732	5.5253	5.02133	5.37905	5.38766	5.66482	6.40504	6.68207
chr9	54837957	54839540	TU87515	G42418	+	1.27917	0	0.250557	0.16907	3.47452	0	2.05797	1.67567	0	0.624491
chr9	55030759	55039499	TU87520	G42420	+	0	0	0	0	0	0	0	0	0.288063	0.245293
chr9	55032247	55039499	TU87521	G42420	+	0.420078	0.135141	0.314986	0	0	0.0435778	0.0776988	0	0.195348	0
chr9	55032247	55039499	TU87522	G42420	+	0.420078	0.135141	0.314986	0	0	0.0435778	0.0776988	0	0.195348	0
chr9	55035859	55039499	TU87523	G42420	+	2.37592	1.65938	0	0	0	0	0.654741	0	0	0.263435
chr9	55356531	55374053	TU87524	G42421	-	0.425101	0.134089	0.108803	0.0998562	0.0565835	0	0	0	0.215989	0.21122
chr9	55946994	55947412	TU87525	G42422	+	0	0.919607	0	0	0	0	0	0	0	0
chr9	50828613	50830086	TU87526	G42423	-	0	0	0	0	5.12473	0.788268	0	0	0	0.509611
chr9	55100277	55100995	TU87535	G42429	-	0	0	1.36196	1.34767	4.71834	6.05491	0	3.5399	1.51046	1.59884
chr9	55099383	55101278	TU87537	G42429	-	0	0	0.300221	1.63846	2.98173	0	1.07496	3.01952	1.66289	1.66751
chr9	55099383	55101278	TU87539	G42429	-	0	0	0.300221	1.63846	2.98173	0	1.07496	3.01952	1.66289	1.66751
chr9	55099383	55102954	TU87542	G42429	-	0	0	0	0.454176	2.59024	0	0	0.624803	0	0
chr9	55100277	55100995	TU87543	G42429	-	0	0	1.36196	1.34767	4.71834	6.05491	0	3.5399	1.51046	1.59884
chr9	55119429	55121215	TU87547	G42434	+	6.76282	6.98997	6.56858	5.87424	2.68474	0	3.12124	3.89511	3.86735	6.27672
chr9	55119429	55128270	TU87548	G42434	+	0.378142	0.453333	0	0.906634	0	0	0	1.20017	0.542506	1.38571
chr10	81607550	81608492	TU8755	G4292	-	0.57757	2.3815	1.53655	0	0	0	0	0	0.931305	0
chr9	56173072	56173654	TU87551	G42437	+	0	0	0	0	0	2.09941	4.12584	0	1.5203	0
chr9	56007285	56026148	TU87552	G42438	-	0	0	0	0	0	0	0	0	0	0.0524159
chr9	56007285	56022324	TU87553	G42438	-	0	0	0.0247925	0	0	0	0	0.239194	0.0648829	0
chr9	56527562	56533287	TU87556	G42441	-	1.25741	0.594166	0	0.0431112	0	0	0	0	0.435095	0
chr9	56022464	56026914	TU87559	G42443	-	0.0570459	0	0	0.126532	0	0.552541	0	1.44608	0	0.119024
chr10	81606861	81607483	TU8756	G4293	+	1.52573	0.504875	1.69718	0.948601	0	0	0	0	1.16672	0
chr9	56931462	56935385	TU87566	G42446	-	0.0648829	0.62742	0.0971613	0	0	0	0	0	0.227125	0
chr9	56987213	56987791	TU87570	G42449	+	0	0.455649	1.58769	3.04101	0	6.28143	0	0	0	0
chr9	56986551	56987791	TU87571	G42449	+	0	0	0	0	0	0	0	0	0	0
chr9	53703047	53704296	TU87572	G42450	+	1.3787	5.42384	0	3.34795	0	0	0	0	0	0
chr9	53701878	53704296	TU87573	G42450	+	0	1.99371	0.16006	0.483708	0	0	0	0	0.693766	0
chr9	53383388	53385344	TU87576	G42453	+	3.72159	5.68742	0	0	0	0	0	0	0	0.38405
chr9	53396061	53398479	TU87579	G42455	-	0.814482	1.66202	1.26784	0	3.59204	0.481299	4.06735	1.9827	1.13455	0.210389
chr9	57335868	57338232	TU87580	G42456	+	0.111477	1.13027	0.224452	0	0	0	1.84197	0	0.374622	0.989866
chr9	57333518	57335810	TU87589	G42461	+	2.36046	2.16118	4.53576	4.94017	4.59562	4.52963	4.012	4.0614	5.03159	5.4946
chr9	57506041	57507139	TU87591	G42463	+	1.44414	3.4562	0.882578	0.284119	0	0	0	0	0	0
chr9	57512025	57516553	TU87602	G42468	+	4.09862	3.35394	0.703396	0.775402	0	0	0	0	0.525067	0.272222
chr9	57507458	57509859	TU87621	G42480	+	10.1788	10.1999	7.91882	7.4561	6.56493	2.71274	4.52807	5.0655	6.75827	7.43854
chr9	57288783	57322835	TU87623	G42482	+	0.951836	0.523863	0.134002	0.080885	0.209557	0.442545	0.178874	0.0153073	0.198494	0.165215
chr9	57288783	57301298	TU87624	G42482	+	0	0	0	0.36102	0	0	0	0	0	0
chr9	57288783	57322835	TU87625	G42482	+	0.951836	0.523863	0.134002	0.080885	0.209557	0.442545	0.178874	0.0153073	0.198494	0.165215
chr10	81605675	81606938	TU8764	G4296	-	3.68669	3.25556	1.92828	0	0	0	0	0	0.695103	0
chr9	57882076	57883342	TU87640	G42490	+	0.223217	0.609188	0	0	0	0	0	0	0	0
chr9	57904151	57905746	TU87641	G42491	+	0.171634	0.59474	0	0	0	0	0	0	1.79327	0
chr10	81737133	81738716	TU8765	G4297	+	0.697477	1.27274	0	1.32481	0	0	0	0	2.92267	0.474047
chr9	58264243	58264605	TU87663	G42503	-	0	1.45375	2.34331	0	4.86331	0	0	0	0	0
chr9	55242338	55242950	TU87665	G42504	+	0	0	0	2.09896	2.57475	0	0	0	0	0
chr9	58505070	58511876	TU87676	G42510	+	0.0365619	0.435095	0	0	0	0.136191	0	0	0.131589	0.183539
chr9	58556729	58564919	TU87682	G42513	-	0	0.404903	0	0	0	0	0	0	0	0.182692
chr9	58556729	58560910	TU87683	G42513	-	0.0607392	1.72142	0.448901	0.313439	0	0	0	0	0	0.00671692
chr9	58556729	58561844	TU87684	G42513	-	0	0	0	0	0	0	0	0	0	0
chr9	57287213	57288244	TU87694	G42517	-	4.59056	6.63297	2.60542	2.77561	0	0	0	0	0.876173	0
chr9	58455102	58470052	TU87695	G42518	+	0.0110185	0.00345832	0	0.27739	0	1.32596	0.284119	1.81489	0.10165	0.491939
chr9	58455102	58470052	TU87697	G42518	+	0.0110185	0.00345832	0	0.27739	0	1.32596	0.284119	1.81489	0.10165	0.491939
chr9	58455102	58470052	TU87699	G42518	+	0.0110185	0.00345832	0	0.27739	0	1.32596	0.284119	1.81489	0.10165	0.491939
chr9	57285620	57289244	TU87728	G42526	-	2.13663	2.4714	0	0.549916	0	0	0	0	0	0
chr9	57285620	57286596	TU87729	G42526	-	0	0	0	3.00222	0	5.81453	0	0.892974	2.62912	0.959276
chr9	58672991	58682644	TU87741	G42536	+	0.214125	0	0	0	0	0	0	0	0.180148	0.0781544
chr9	59509040	59511076	TU87742	G42537	-	0.0971613	0.972619	0.864203	0	0	0	0	0	0	0
chr9	59046208	59048906	TU87750	G42543	+	5.81248	6.16429	1.7087	2.85672	0	0	0	0.381099	2.76267	0.733788
chr9	56221477	56222373	TU87763	G42548	+	4.1653	0.366924	0.00432161	1.08724	0	0	3.90352	0	0	0
chr9	56221477	56222820	TU87764	G42548	+	3.11853	0.34301	0.565597	0	0	0	0	0	0	0
chr9	59365966	59367548	TU87771	G42549	+	3.86605	1.57396	2.10568	0	0	0	0.796875	1.25621	2.12052	0.624803
chr9	59721130	59723276	TU87776	G42550	-	0	0	0	0	0	0.54168	2.35802	0	0.411969	0.35012
chr9	56223563	56223963	TU87780	G42552	+	9.03632	9.50948	8.35304	8.63492	9.89165	10.764	9.77279	9.7897	8.94475	8.43087
chr9	56996425	57000851	TU87781	G42553	-	0.537379	0.935837	0.143176	0.54201	0	0	0	0	0.215989	0.112811
chr9	57033297	57034364	TU87788	G42556	-	0.5025	3.18266	0	0	0	0	0	0	0	0
chr9	57717471	57718565	TU87798	G42562	-	2.41711	2.65476	2.90111	3.05439	1.03961	1.56104	2.61691	2.82755	3.90809	3.79681
chr9	60352110	60353832	TU87812	G42566	-	0	0.940956	0	0	0	0	0	0	0	0
chr9	60906958	60907429	TU87830	G42573	-	0	0	2.19219	0	0	0	0	0	0	3.1064
chr9	60990701	60991399	TU87842	G42575	+	0	0	0	0	0	0	0	3.23792	1.26514	1.09085
chr9	47629641	47668322	TU87843	G42576	+	0.275007	0.451646	0.401266	0.959523	0.0252651	0.644318	0.208725	0.713696	0.784085	1.45978
chr9	61018290	61019658	TU87847	G42579	+	0.5324	1.54488	0	0	0.955809	0	0	0	0	0
chr9	61211564	61213580	TU87849	G42581	+	0	0	0	1.00408	0	0	0	0	0.792855	1.8484
chr10	80961536	80964546	TU8785	G4306	+	0	0	0.547614	0.0967116	2.38571	0	0	0	0	0.250153
chr9	61211564	61214792	TU87850	G42581	+	0	0.0651587	0	1.83026	0	0	0	2.87138	0	2.78129
chr9	61018949	61019385	TU87854	G42583	-	3.89995	2.53032	0	0	3.02833	0	0	0	0	0
chr9	60794958	60795752	TU87861	G42587	-	0	3.02176	0	0	0	0	1.33724	0	0	0
chr9	62141843	62146448	TU87862	G42588	-	0.257413	0.303342	0.655657	1.26883	0	0	0	0	1.04334	0.710761
chr9	61052347	61059332	TU87863	G42589	+	0	0.0560285	0	0.470927	0	1.00336	0	0.306457	0.177599	0.613846
chr9	61057558	61059332	TU87864	G42589	+	0	0	0	0	0	0	0	0	0	0
chr9	62146951	62148606	TU87865	G42590	-	0.435451	1.1503	0	0	0	0	0	0	0	0
chr9	62040067	62044056	TU87866	G42591	-	0	0	1.04311	0	0	0	0	0	0.430285	0.461529
chr9	61057704	61059332	TU87867	G42589	+	1.06327	3.09538	2.11181	4.59148	0	5.87383	2.71406	5.10896	5.09635	6.10914
chr9	61946978	61986096	TU87869	G42593	+	0.309564	0.346191	0.250962	0.0440443	0.16907	0.015783	0.0561211	0.0985094	0.145351	0.199123
chr9	61300936	61303561	TU87873	G42594	+	0	1.84647	0	0.204558	0	0	0	0	0	0.208725
chr9	61300936	61305768	TU87874	G42594	+	0.330367	0	0	0	0	0	0	0	0	0
chr9	61968127	61969491	TU87875	G42595	+	0.0290405	1.0273	0	0	0	0	0	0	2.12747	1.50063
chr9	62389840	62395782	TU87876	G42596	-	0.650458	0.108357	0.570463	0.37035	0.166073	0	0	0.280956	0.15056	0.351628
chr9	62408699	62409428	TU87881	G42599	+	5.05318	5.14225	1.34142	2.44925	0	1.36513	0	2.11281	2.42559	1.57628
chr9	62635854	62637385	TU87885	G42601	+	2.55074	0.270469	0	0	0	0	0	0	0	0
chr9	62649476	62650180	TU87888	G42602	+	0	1.97666	0	0	0	0	0	2.14198	0	0
chr9	60015674	60035526	TU87889	G42603	+	0.132248	0.0786098	0.0985094	0	0	0	0.199541	0	0.0489336	0.0754185
chr10	81025476	81026396	TU8789	G4308	+	0	1.20664	1.3471	0	0	0	0	0	0	0
chr9	62649476	62650589	TU87890	G42602	+	0	0	0	0	0	0	0	0	0	0
chr9	60015674	60017278	TU87891	G42603	+	1.2758	2.26927	0	0	0	0	0	0	0	0
chr9	57346436	57351346	TU87896	G42607	+	8.4924	8.61927	5.9011	6.28539	2.90753	4.75695	3.19624	3.92929	5.82526	7.01294
chr9	57378196	57401144	TU87898	G42609	+	1.05681	1.24756	0.137504	0.0908534	0	1.37072	0.0894982	0.180997	0.442015	0.757877
chr9	62242470	62244970	TU87899	G42610	-	3.75196	3.42844	0.481299	2.34852	0	4.66778	0	0	0.0306892	0
chr9	62242470	62247679	TU87900	G42610	-	0	0	0	0	0	0	0	0	0.313826	0.506568
chr9	62242470	62248093	TU87901	G42610	-	0.0795203	0	0	0	0	0	0	0	0	0
chr9	62243961	62247904	TU87902	G42610	-	0	0	0.186923	0	0	0	0	1.2394	0.448372	0.00288251
chr9	62242470	62247904	TU87903	G42610	-	0	0	0	0	0	0	0	0	0	0
chr9	62294115	62299431	TU87904	G42611	+	1.32174	0.610511	1.7859	2.35633	0.185655	0	1.29553	0.981366	0	0
chr9	62294115	62295214	TU87906	G42611	+	2.19787	2.62396	3.15337	3.23981	0	0	0	0	1.99548	1.14339
chr9	62819392	62826183	TU87908	G42614	+	0.339517	0.440633	0.506907	0.985258	0.145786	0	0.72334	0.699552	0.735522	0.647391
chr9	62329716	62336639	TU87918	G42620	+	0	0	0	0	0	0	0	0.407443	0	0
chr9	62324599	62336639	TU87919	G42620	+	2.51003	2.95955	2.09873	2.74057	0	0	0	0.142305	1.29631	1.21806
chr9	62324599	62337575	TU87920	G42620	+	0	0	0	0.276596	0	0	0.0538064	0	0	0
chr9	62838369	62841015	TU87921	G42616	-	0	0	0.664483	0	0	0	0	0.328836	0	0
chr9	62989870	62993538	TU87923	G42621	+	0.107465	0.383608	0	0	0	0	0	0	0.24245	0
chr9	63038132	63051138	TU87926	G42623	+	0	0.100305	0	0	0	0	0	0	0.299831	0.0944613
chr9	62989870	63010098	TU87927	G42621	+	0.0295118	0.0192037	0	0.064423	0	0	0	0.103442	0.0949116	0.144046
chr9	62201480	62209556	TU87933	G42625	-	2.17206	1.65645	0.375178	0.4172	0	0.0505597	0	0.0431112	0.185867	0.34861
chr9	62201480	62209556	TU87935	G42625	-	2.17206	1.65645	0.375178	0.4172	0	0.0505597	0	0.0431112	0.185867	0.34861
chr9	62201480	62209556	TU87936	G42625	-	2.17206	1.65645	0.375178	0.4172	0	0.0505597	0	0.0431112	0.185867	0.34861
chr9	62189462	62192076	TU87938	G42626	-	1.13575	2.06143	0.199123	1.03562	0	0	0	0	0.339137	0
chr9	62206585	62208211	TU87944	G42630	-	0	0.818032	0	2.53124	0	0	0	0	0	0
chr9	63772795	63780694	TU87952	G42633	-	0	0	0.579502	0.361394	0	0	0.39762	0.13444	0	0.131809
