#Chrom	Start	End	RefSeq	GeneSymbol	Strand	2-cell	Morula	ICM	TE
chr9	39391793	39395793	NM_001011812	Olfr951	+	0	0	0	0
chr9	39425148	39429148	NM_146503	Olfr952	-	0	0	0	0
chr9	39459433	39463433	NM_146331	Olfr954	+	0	0	0	0
chr9	39468724	39472724	NM_207141	Olfr955	-	0	0	0	0
chr9	39491988	39495988	NM_146830	Olfr44	-	0	0	0	0
chr9	39509718	39513718	NM_146745	Olfr957	-	0	0	0	0
chr9	39548869	39552869	NM_146330	Olfr958	-	0	0	0	0
chr9	39571257	39575257	NM_146508	Olfr959	-	0	0	0	0
chr9	39601652	39605652	NM_001199556	AW551984	-	0	0	-1	0
chr9	39602124	39606124	NM_178737	AW551984	-	0	0	0	0
chr9	39602270	39606270	NM_001359951	AW551984	-	0	0	0	0
chr9	39611569	39615569	NM_146505	Olfr148	+	0	0	0	0
chr9	39621125	39625125	NM_146279	Olfr960	+	0	0	0	0
chr9	39644728	39648728	NM_146504	Olfr961	+	0	0	0	0
chr9	39667059	39671059	NM_001011827	Olfr963	+	0	0	0	0
chr9	39700767	39704767	NM_207138	Olfr149	-	0	0	0	0
chr9	39717229	39721229	NM_001011859	Olfr965	+	0	0	0	0
chr9	39734817	39738817	NM_146609	Olfr150	+	0	0	0	0
chr9	39748388	39752388	NM_001011826	Olfr967	+	0	0	0	0
chr9	39770798	39774798	NM_146612	Olfr968	-	0	0	0	0
chr9	39793377	39797377	NM_146826	Olfr969	+	0	0	0	0
chr9	39817641	39821641	NM_146611	Olfr970	+	0	0	0	0
chr9	39837436	39841436	NM_146614	Olfr971	+	0	0	0	0
chr9	39871277	39875277	NM_146610	Olfr972	+	0	0	0	0
chr9	39907805	39911805	NM_146613	Olfr229	+	0	0	0	0
chr9	39940262	39944262	NM_147107	Olfr974	+	0	0	0	0
chr9	39948769	39952769	NM_146828	Olfr975	-	0	0	0	0
chr9	39955069	39959069	NM_146367	Olfr976	-	0	0	0	0
chr9	39959044	39963044	NM_001360353	Olfr976	-	0	0	0	0
chr9	39991812	39995812	NM_147105	Olfr978	+	0	0	0	0
chr9	39999250	40003250	NM_147108	Olfr979	-	0	0	0	0
chr9	40005029	40009029	NM_147106	Olfr980	-	0	0	0	0
chr9	40020395	40024395	NM_146286	Olfr981	+	0	0	0	0
chr9	40048558	40052558	NR_033613	1700001J11Rik	+	0	0	0	0
chr9	40072297	40076297	NM_146854	Olfr982	+	0	0	0	0
chr9	40091558	40095558	NM_146827	Olfr983	-	0	0	0	0
chr9	40099488	40103488	NM_146608	Olfr984	-	0	0	0	0
chr9	40126039	40130039	NM_146855	Olfr985	-	0	0	0	0
chr9	40146122	40150122	NM_001359300	Tmem225	+	0	0	0	0
chr9	40146122	40150122	NM_029379	Tmem225	+	0	0	0	0
chr9	40185079	40189079	NM_146615	Olfr986	+	0	0	0	0
chr9	40190316	40194316	NM_001359464	Zfp202	+	0	0	0	0
chr9	40190316	40194316	NM_030713	Zfp202	+	0	0	0	0
chr9	40190316	40194316	NR_153114	Zfp202	+	0	0	0	0
chr9	40267216	40271216	NM_001083917	Scn3b	+	0	0	0	0
chr9	40267216	40271216	NM_001286614	Scn3b	+	0	0	0	0
chr9	40267216	40271216	NM_001359700	Scn3b	+	0	0	0	0
chr9	40267216	40271216	NM_178227	Scn3b	+	0	0	0	0
chr9	40319323	40323323	NM_001357622	Gramd1b	-	0	0	0	0
chr9	40331472	40335472	NR_040728	1700110K17Rik	+	0	0	0	0
chr9	40344245	40348245	NM_001357619	Gramd1b	-	0	0	0	0
chr9	40344245	40348245	NM_001357623	Gramd1b	-	0	0	0	0
chr9	40374417	40378417	NM_001357618	Gramd1b	-	0	0	0	0
chr9	40374417	40378417	NM_001357620	Gramd1b	-	0	0	0	0
chr9	40374417	40378417	NM_001357621	Gramd1b	-	0	0	0	0
chr9	40374417	40378417	NR_151734	Gramd1b	-	0	0	0	0
chr9	40453764	40457764	NM_172768	Gramd1b	-	0	-1	0	0
chr9	40529383	40533383	NM_001357617	Gramd1b	-	0	0	0	0
chr9	40684019	40688019	NM_133733	Clmp	+	0	0	0	0
chr9	40799276	40803276	NM_001364480	Hspa8	+	0	0	0	0
chr9	40799276	40803276	NM_031165	Hspa8	+	0	0	0	0
chr9	40801583	40805583	NR_028276	Snord14c	+	0	0	-1	0
chr9	40872127	40876127	NM_178245	Bsx	+	0	0	0	0
chr9	40961034	40965034	NM_001357360	Jhy	-	0	0	0	0
chr9	40962118	40966118	NM_001081121	Jhy	-	0	0	0	0
chr9	40962553	40966553	NM_001357359	Jhy	-	0	0	0	0
chr9	41002628	41006628	NM_001281954	Crtam	-	0	0	0	0
chr9	41002628	41006628	NM_019465	Crtam	-	0	0	0	0
chr9	41077506	41081506	NM_001357412	Ubash3b	-	0	0	0	0
chr9	41156062	41160062	NM_176860	Ubash3b	-	-1	0	0	0
chr9	41204155	41208155	NR_040392	1700063D05Rik	+	0	0	0	0
chr9	41374526	41378526	NR_040725	Mir100hg	+	0	0	0	0
chr9	41374526	41378526	NR_131928	Mir100hg	+	0	0	0	0
chr9	41374526	41378526	NR_131929	Mir100hg	+	0	0	0	0
chr9	41472893	41476893	NR_131930	Mir100hg	+	0	0	0	0
chr9	41472893	41476893	NR_131931	Mir100hg	+	0	0	0	0
chr9	41529425	41533425	NR_029790	Mir100	+	0	0	0	0
chr9	41534716	41538716	NR_029726	Mirlet7a-2	+	0	0	0	0
chr9	41579253	41583253	NR_015483	Mir100hg	+	0	0	0	0
chr9	41579926	41583926	NR_029822	Mir125b-1	+	0	0	0	0
chr9	42020615	42024615	NR_165259	Gm16214	+	0	0	0	0
chr9	42075213	42079213	NM_001357261	Sorl1	-	0	0	0	0
chr9	42122297	42126297	NM_011436	Sorl1	-	0	0	0	0
chr9	42140081	42144081	NR_166681	Gm39321	+	0	0	0	0
chr9	42207231	42211231	NR_040754	4930546K05Rik	-	0	0	0	0
chr9	42262300	42266300	NM_172769	Sc5d	-	0	0	1	0
chr9	42397947	42401947	NM_001324548	Tecta	-	0	0	0	0
chr9	42397947	42401947	NM_009347	Tecta	-	0	0	0	0
chr9	42399690	42403690	NM_001378602	Tecta	-	0	0	0	0
chr9	42455600	42459600	NM_001357657	Tbcel	-	0	0	0	0
chr9	42459428	42463428	NM_001357656	Tbcel	-	0	0	0	0
chr9	42470238	42474238	NM_001378604	Tbcel	-	0	0	0	0
chr9	42470238	42474238	NM_173038	Tbcel	-	0	0	0	0
chr9	42942371	42946371	NM_175481	Grik4	-	0	0	0	0
chr9	43103718	43107718	NM_001359232	Arhgef12	-	0	0	0	0
chr9	43103718	43107718	NM_027144	Arhgef12	-	0	0	0	0
chr9	43114570	43118570	NM_001034863	Tlcd5	-	0	0	0	0
chr9	43114570	43118570	NR_153341	Tlcd5	-	0	0	0	0
chr9	43203755	43207755	NM_011139	Pou2f3	-	0	-1	0	0
chr9	43237816	43241816	NM_178644	Oaf	-	0	0	0	0
chr9	43257879	43261879	NR_168927	D630033O11Rik	+	0	0	0	0
chr9	43262133	43266133	NR_168928	D630033O11Rik	+	0	0	0	0
chr9	43308763	43312763	NM_023655	Trim29	+	0	0	0	0
chr9	43741954	43745954	NM_021424	Nectin1	+	0	0	0	0
chr9	44041384	44045384	NM_009382	Thy1	+	0	0	0	0
chr9	44065021	44069021	NM_198092	Usp2	+	-1	0	0	0
chr9	44067429	44071429	NM_016808	Usp2	+	0	0	0	0
chr9	44082920	44086920	NM_198091	Usp2	+	0	0	0	0
chr9	44099770	44103770	NM_001190313	C1qtnf5	+	0	0	0	0
chr9	44099770	44103770	NM_001190314	Mfrp	+	0	0	0	0
chr9	44099770	44103770	NM_145613	C1qtnf5	+	0	0	0	0
chr9	44099770	44103770	NM_147126	Mfrp	+	0	0	0	0
chr9	44105245	44109245	NM_001040631	C1qtnf5	+	0	0	0	0
chr9	44105271	44109271	NM_001040632	C1qtnf5	+	0	0	0	0
chr9	44105309	44109309	NM_001190319	C1qtnf5	+	0	0	0	0
chr9	44111051	44115051	NM_153762	Rnf26	-	0	0	0	0
chr9	44132485	44136485	NR_152189	Gm10687	-	0	0	0	0
chr9	44132658	44136658	NM_001359530	Mcam	+	0	0	0	0
chr9	44132658	44136658	NM_023061	Mcam	+	0	0	0	0
chr9	44232046	44236046	NM_007619	Cbl	-	0	0	0	0
chr9	44238677	44242677	NM_001081369	Ccdc153	+	0	0	0	0
chr9	44238677	44242677	NM_001360344	Ccdc153	+	0	0	0	0
chr9	44249464	44253464	NM_133226	Pdzd3	-	0	0	0	0
chr9	44266187	44270187	NM_001163743	Nlrx1	-	0	0	0	0
chr9	44266491	44270491	NM_178420	Nlrx1	-	0	0	0	0
chr9	44266599	44270599	NM_001163742	Nlrx1	-	0	0	0	0
chr9	44286244	44290244	NM_138955	Abcg4	-	0	0	0	0
chr9	44303671	44307671	NM_172162	Hinfp	-	0	0	0	0
chr9	44318282	44322282	NM_001359259	C2cd2l	-	0	0	0	0
chr9	44318282	44322282	NM_027909	C2cd2l	-	-1	0	0	0
chr9	44324815	44328815	NM_001364464	Dpagt1	+	0	0	0	0
chr9	44324815	44328815	NM_007875	Dpagt1	+	0	0	0	0
chr9	44332715	44336715	NM_010436	H2ax	+	0	0	0	0
chr9	44340381	44344381	NM_001110251	Hmbs	-	0	1	0	0
chr9	44342228	44346228	NM_013551	Hmbs	-	0	0	0	0
chr9	44359670	44363670	NM_001357393	Vps11	-	0	0	0	0
chr9	44359670	44363670	NM_027889	Vps11	-	0	0	-1	0
chr9	44377490	44381490	NM_021395	Hyou1	+	0	0	0	0
chr9	44394946	44398946	NM_001293631	Slc37a4	+	0	0	0	0
chr9	44394946	44398946	NM_001378829	Slc37a4	+	0	0	0	0
chr9	44394946	44398946	NM_001378831	Slc37a4	+	0	0	0	0
chr9	44394946	44398946	NM_001378834	Slc37a4	+	0	0	0	0
chr9	44395099	44399099	NM_001293630	Slc37a4	+	0	0	0	0
chr9	44395099	44399099	NM_001357729	Slc37a4	+	0	0	0	0
chr9	44395099	44399099	NM_001357730	Slc37a4	+	0	0	0	0
chr9	44395099	44399099	NM_001378830	Slc37a4	+	0	0	0	0
chr9	44395099	44399099	NM_001378832	Slc37a4	+	0	0	0	0
chr9	44395099	44399099	NM_001378833	Slc37a4	+	0	0	0	0
chr9	44396354	44400354	NM_008063	Slc37a4	+	0	0	0	0
chr9	44398423	44402423	NR_106053	Mir7085	+	0	0	0	0
chr9	44405548	44409548	NM_021789	Trappc4	-	0	0	0	0
chr9	44405714	44409714	NM_024266	Rps25	+	0	0	0	0
chr9	44416069	44420069	NM_201372	Ccdc84	-	0	0	0	0
chr9	44416069	44420069	NR_151775	Ccdc84	-	0	0	-1	0
chr9	44416069	44420069	NR_151776	Ccdc84	-	0	0	1	0
chr9	44438868	44442868	NM_001033469	Foxr1	-	0	0	-1	0
chr9	44452767	44456767	NM_009476	Upk2	-	0	0	0	0
chr9	44480825	44484825	NM_001357490	Bcl9l	+	0	0	0	0
chr9	44497136	44501136	NM_030256	Bcl9l	+	0	0	0	0
chr9	44524444	44528444	NM_007551	Cxcr5	-	0	0	0	0
chr9	44602892	44606892	NM_001110826	Ddx6	+	0	0	0	0
chr9	44602892	44606892	NM_001357702	Ddx6	+	0	0	0	0
chr9	44602892	44606892	NM_001357703	Ddx6	+	0	0	1	0
chr9	44602892	44606892	NM_007841	Ddx6	+	0	0	0	0
chr9	44602892	44606892	NM_181324	Ddx6	+	0	0	0	0
chr9	44670260	44674260	NR_165440	BC049987	-	0	0	0	0
chr9	44671233	44675233	NM_001277847	Treh	+	0	0	0	0
chr9	44671233	44675233	NM_001277851	Treh	+	0	0	0	0
chr9	44671233	44675233	NM_021481	Treh	+	0	0	0	0
chr9	44733198	44737198	NM_153537	Phldb1	-	0	0	0	0
chr9	44765808	44769808	NM_145985	Arcn1	-	0	0	0	0
chr9	44771009	44775009	NM_023831	Ift46	+	0	0	0	0
chr9	44797247	44801247	NM_001357383	Tmem25	-	0	0	0	0
chr9	44797247	44801247	NM_001357384	Tmem25	-	0	0	0	0
chr9	44797247	44801247	NM_001357385	Tmem25	-	0	0	0	0
chr9	44797247	44801247	NM_001357386	Tmem25	-	0	0	0	0
chr9	44797247	44801247	NM_027865	Tmem25	-	0	0	0	0
chr9	44797247	44801247	NR_151678	Tmem25	-	0	0	0	0
chr9	44797247	44801247	NR_151679	Tmem25	-	0	0	0	0
chr9	44800951	44804951	NM_138951	Ttc36	-	0	0	0	0
chr9	44879289	44883289	NM_001357549	Kmt2a	-	0	0	0	0
chr9	44918742	44922742	NM_013795	Atp5l	-	0	0	0	0
chr9	44963600	44967600	NM_001346698	Ube4a	-	0	0	0	0
chr9	44963600	44967600	NM_001361075	Ube4a	-	0	0	0	0
chr9	44963600	44967600	NM_001361076	Ube4a	-	0	0	0	0
chr9	44963600	44967600	NM_145400	Ube4a	-	0	0	0	0
chr9	44963600	44967600	NR_153962	Ube4a	-	0	0	0	0
chr9	44978431	44982431	NM_009850	Cd3g	-	0	0	0	0
chr9	44979786	44983786	NM_013487	Cd3d	+	0	0	0	0
chr9	45007611	45011611	NM_007648	Cd3e	-	0	0	0	0
chr9	45040344	45044344	NM_001357727	Mpzl2	+	0	1	0	0
chr9	45040344	45044344	NM_007962	Mpzl2	+	0	-1	1	0
chr9	45053181	45057181	NM_001093749	Mpzl3	+	0	0	0	0
chr9	45077183	45081183	NM_001005421	Jaml	+	0	0	0	0
chr9	45115876	45119876	NM_001014761	Scn2b	+	0	0	0	0
chr9	45133606	45137606	NR_033547	Gm10684	-	0	0	0	0
chr9	45136624	45140624	NM_001013390	Scn4b	+	0	0	0	0
chr9	45193766	45197766	NM_001198971	BC049352	+	0	0	0	0
chr9	45202035	45206035	NM_001364528	Tmprss4	-	0	0	0	0
chr9	45202035	45206035	NM_145403	Tmprss4	-	0	0	0	0
chr9	45264707	45268707	NR_106054	Mir7086	-	0	0	0	0
chr9	45267149	45271149	NM_001324486	Il10ra	-	0	0	0	0
chr9	45267149	45271149	NM_008348	Il10ra	-	0	0	0	0
chr9	45267149	45271149	NR_136903	Il10ra	-	0	0	0	0
chr9	45317100	45321100	NM_001013373	Tmprss13	+	0	0	0	0
chr9	45320079	45324079	NR_040720	Lncbate3	-	0	0	0	0
chr9	45368185	45372185	NM_022004	Fxyd6	+	0	0	1	0
chr9	45397709	45401709	NR_028499	Fxyd2	+	0	0	0	0
chr9	45401181	45405181	NM_052823	Fxyd2	+	0	0	0	0
chr9	45404090	45408090	NM_007503	Fxyd2	+	0	0	0	0
chr9	45428353	45432353	NM_001081270	Dscaml1	+	0	0	0	0
chr9	45429232	45433232	NR_040732	4833428L15Rik	-	0	0	0	0
chr9	45826663	45830663	NM_001081373	Cep164	-	0	0	0	0
chr9	45836545	45840545	NM_001145947	Bace1	+	0	0	0	0
chr9	45836545	45840545	NM_011792	Bace1	+	0	0	0	0
chr9	45904182	45908182	NM_001361114	Rnf214	-	0	0	0	0
chr9	45904569	45908569	NM_001281934	Pcsk7	+	0	0	-1	0
chr9	45904569	45908569	NM_008794	Pcsk7	+	0	0	0	0
chr9	45904569	45908569	NR_104055	Pcsk7	+	0	0	0	0
chr9	45904911	45908911	NM_001310839	Rnf214	-	0	0	0	0
chr9	45904911	45908911	NM_001310840	Rnf214	-	0	0	0	0
chr9	45904911	45908911	NM_001361112	Rnf214	-	0	0	0	0
chr9	45904911	45908911	NM_001361113	Rnf214	-	-1	0	0	0
chr9	45904911	45908911	NM_178709	Rnf214	-	0	0	0	0
chr9	45934058	45938058	NM_011526	Tagln	-	0	0	0	0
chr9	45937590	45941590	NR_106055	Mir7087	-	0	0	0	0
chr9	45951986	45955986	NR_152206	A830035O19Rik	+	0	0	0	0
chr9	45953249	45957249	NM_001289668	Sidt2	-	0	1	0	0
chr9	45953249	45957249	NM_001359653	Sidt2	-	0	0	0	0
chr9	45953249	45957249	NM_172257	Sidt2	-	0	-1	0	0
chr9	45982386	45986386	NM_001357239	Pafah1b2	-	-1	-1	0	0
chr9	45982386	45986386	NM_001357240	Pafah1b2	-	0	0	0	0
chr9	45982386	45986386	NM_001357244	Pafah1b2	-	0	0	0	0
chr9	45982386	45986386	NM_001357245	Pafah1b2	-	0	0	0	0
chr9	45982871	45986871	NM_001357243	Pafah1b2	-	0	0	0	0
chr9	45982871	45986871	NM_001357246	Pafah1b2	-	0	0	0	0
chr9	45982871	45986871	NM_008775	Pafah1b2	-	-1	0	1	0
chr9	45983394	45987394	NM_001357238	Pafah1b2	-	1	0	0	0
chr9	46010690	46014690	NM_001357241	Pafah1b2	-	1	0	0	0
chr9	46010820	46014820	NM_027498	Sik3	+	0	0	0	0
chr9	46226630	46230630	NM_009692	Apoa1	+	0	-1	0	0
chr9	46233299	46237299	NM_001289755	Apoc3	-	0	0	0	0
chr9	46233299	46237299	NM_001289833	Apoc3	-	0	0	0	0
chr9	46233299	46237299	NM_023114	Apoc3	-	0	0	0	0
chr9	46233636	46237636	NM_001289756	Apoc3	-	0	0	-1	0
chr9	46238844	46242844	NM_007468	Apoa4	+	0	0	0	0
chr9	46266608	46270608	NM_080434	Apoa5	+	0	0	0	0
chr9	46266633	46270633	NM_001348095	Apoa5	+	-1	0	0	0
chr9	46271064	46275064	NM_011752	Zpr1	+	0	0	0	0
chr9	46281012	46285012	NM_146000	Bud13	+	0	0	0	0
chr9	46317986	46321986	NM_183104	4931429L15Rik	-	0	0	0	0
chr9	46911603	46915603	NR_015605	2900052N01Rik	+	0	0	0	0
chr9	46996741	47000741	NM_001243258	Gm4791	+	0	0	0	0
chr9	47528170	47532170	NM_001310841	Cadm1	+	0	0	0	0
chr9	47528352	47532352	NM_001025600	Cadm1	+	0	0	0	0
chr9	47528352	47532352	NM_018770	Cadm1	+	0	0	0	0
chr9	47528352	47532352	NM_207675	Cadm1	+	0	0	0	0
chr9	47528352	47532352	NM_207676	Cadm1	+	0	0	0	0
chr9	47816208	47820208	NR_046048	Gm10677	-	0	0	0	0
chr9	48338898	48342898	NM_030069	Nxpe2	-	0	0	0	0
chr9	48360041	48364041	NM_172921	Nxpe4	+	0	0	0	0
chr9	48452344	48456344	NR_026561	Gm8884	+	0	0	0	0
chr9	48478611	48482611	NM_001357501	Rexo2	-	0	0	0	0
chr9	48478611	48482611	NM_001357503	Rexo2	-	0	0	0	0
chr9	48478611	48482611	NM_001357505	Rexo2	-	0	0	0	0
chr9	48478611	48482611	NM_024233	Rexo2	-	0	1	0	0
chr9	48493330	48497330	NM_001326355	Rbm7	-	0	0	1	0
chr9	48493330	48497330	NM_001326356	Rbm7	-	0	-1	-1	-1
chr9	48493330	48497330	NM_144948	Rbm7	-	0	0	0	0
chr9	48493330	48497330	NR_037589	Rbm7	-	0	0	-1	0
chr9	48493330	48497330	NR_136937	Rbm7	-	0	0	1	0
chr9	48493343	48497343	NM_001004191	Gm5617	+	-1	0	-1	-1
chr9	48603123	48607123	NM_001311062	Nnmt	-	0	0	0	0
chr9	48603123	48607123	NM_010924	Nnmt	-	0	0	0	0
chr9	48833941	48837941	NM_001033324	Zbtb16	-	0	0	0	0
chr9	48834225	48838225	NM_001364543	Zbtb16	-	0	0	0	0
chr9	48909099	48913099	NM_001099644	Htr3a	-	0	0	0	0
chr9	48909099	48913099	NM_013561	Htr3a	-	0	0	0	0
chr9	48962990	48966990	NM_020274	Htr3b	-	0	0	0	0
chr9	48983385	48987385	NM_001359739	Usp28	+	0	0	0	0
chr9	48983385	48987385	NM_175482	Usp28	+	-1	0	0	0
chr9	49046342	49050342	NM_001384265	Cldn25	-	0	0	0	0
chr9	49053581	49057581	NM_012039	Zw10	+	0	0	0	0
chr9	49100728	49104728	NM_001359460	Tmprss5	+	0	0	0	0
chr9	49100779	49104779	NM_030709	Tmprss5	+	0	0	0	0
chr9	49248531	49252531	NM_177701	Gm4894	+	0	0	0	0
chr9	49338403	49342403	NM_010077	Drd2	+	0	0	0	0
chr9	49408850	49412850	NR_168533	Gm46111	-	0	0	0	0
chr9	49408850	49412850	NR_168534	Gm46111	-	0	0	0	0
chr9	49408850	49412850	NR_168536	Gm46111	-	0	0	0	0
chr9	49408916	49412916	NR_168535	Gm46111	-	0	0	0	0
chr9	49425041	49429041	NM_001376951	Ankk1	-	0	0	0	0
chr9	49425041	49429041	NM_172922	Ankk1	-	0	0	0	0
chr9	49484225	49488225	NM_172770	Ttc12	-	0	0	0	0
chr9	49516288	49520288	NR_029465	Gm11149	+	0	0	0	0
chr9	49797069	49801069	NM_001081445	Ncam1	-	0	0	0	0
chr9	49797069	49801069	NM_001113204	Ncam1	-	0	0	0	0
chr9	49797069	49801069	NM_010875	Ncam1	-	0	0	0	0
chr9	49797393	49801393	NM_001311065	Ncam1	-	0	0	0	0
chr9	50231182	50235182	NR_131161	2310003N18Rik	-	0	0	0	0
chr9	50492525	50496525	NM_029639	Plet1	+	0	0	0	0
chr9	50502805	50506805	NR_040714	Plet1os	-	0	0	0	0
chr9	50526656	50530656	NM_001364488	Pts	-	0	1	0	0
chr9	50526656	50530656	NM_001364489	Pts	-	0	0	0	0
chr9	50526656	50530656	NM_001364490	Pts	-	0	0	-1	0
chr9	50526656	50530656	NM_011220	Pts	-	0	1	1	1
chr9	50551662	50555662	NM_001359610	Bco2	-	0	0	0	0
chr9	50552700	50556700	NM_001357221	Il18	+	0	0	0	0
chr9	50552700	50556700	NM_001357222	Il18	+	0	0	0	0
chr9	50552700	50556700	NM_008360	Il18	+	0	-1	0	0
chr9	50553138	50557138	NM_133217	Bco2	-	0	0	0	0
chr9	50559268	50563268	NM_025687	Tex12	-	0	0	1	0
chr9	50601849	50605849	NM_025848	Sdhd	-	0	0	1	0
chr9	50601901	50605901	NM_013897	Timm8b	+	0	0	0	0
chr9	50615321	50619321	NM_028300	Pih1d2	+	0	0	0	0
chr9	50615464	50619464	NM_001134902	Nkapd1	-	1	0	0	0
chr9	50615464	50619464	NM_001360340	Nkapd1	-	1	0	0	0
chr9	50615464	50619464	NM_212449	Nkapd1	-	-1	-1	1	0
chr9	50657780	50661780	NM_145614	Dlat	-	0	0	0	0
chr9	50725984	50729984	NM_001374656	Dixdc1	-	0	0	0	0
chr9	50725984	50729984	NM_178118	Dixdc1	-	0	0	0	0
chr9	50735735	50739735	NM_001311069	Dixdc1	-	0	0	0	0
chr9	50744527	50748527	NM_025865	2310030G06Rik	-	0	0	1	0
chr9	50749325	50753325	NM_001289782	Cryab	+	0	0	0	0
chr9	50750354	50754354	NM_001164708	Hspb2	-	0	0	0	0
chr9	50750354	50754354	NM_024441	Hspb2	-	0	0	0	0
chr9	50750971	50754971	NM_001289784	Cryab	+	0	0	0	-1
chr9	50750971	50754971	NM_001289785	Cryab	+	0	0	0	0
chr9	50750971	50754971	NM_009964	Cryab	+	0	0	0	0
chr9	50763933	50767933	NM_001311073	1110032A03Rik	-	0	0	0	0
chr9	50766184	50770184	NM_001361107	1110032A03Rik	-	0	0	0	0
chr9	50766184	50770184	NM_001361108	1110032A03Rik	-	0	0	0	0
chr9	50766184	50770184	NM_023483	1110032A03Rik	-	0	0	0	0
chr9	50766238	50770238	NM_198675	Fdxacb1	+	0	0	0	0
chr9	50773225	50777225	NM_133981	Alg9	+	0	0	0	0
chr9	50773225	50777225	NR_045601	Alg9	+	0	0	0	0
chr9	50854924	50858924	NM_001034085	Ppp2r1b	+	0	0	0	0
chr9	50854924	50858924	NM_001286553	Ppp2r1b	+	0	0	0	0
chr9	50854924	50858924	NM_028614	Ppp2r1b	+	0	1	0	0
chr9	51007073	51011073	NM_178710	Sik2	-	0	0	0	0
chr9	51075094	51079094	NM_001033534	Layn	-	0	0	0	0
chr9	51100078	51104078	NM_177702	Hoatz	-	0	0	0	0
chr9	51101110	51105110	NR_029654	Mir34c	-	0	0	0	0
chr9	51101645	51105645	NR_029655	Mir34b	-	0	0	0	0
chr9	51114001	51118001	NM_019493	Btg4	+	0	0	0	0
chr9	51211690	51215690	NM_011136	Pou2af1	+	0	-1	0	0
chr9	51276554	51280554	NM_001195681	Colca2	-	0	0	0	0
chr9	51310669	51314669	NM_001372557	1810046K07Rik	-	0	0	0	0
chr9	51326918	51330918	NM_001372554	1810046K07Rik	-	0	0	0	0
chr9	51326918	51330918	NM_001372555	1810046K07Rik	-	0	0	0	0
chr9	51326918	51330918	NM_001372556	1810046K07Rik	-	0	0	0	0
chr9	51326918	51330918	NM_027217	1810046K07Rik	-	0	0	0	0
chr9	51763351	51767351	NM_175535	Arhgap20	+	0	0	0	0
chr9	51873885	51877885	NR_033560	Arhgap20os	-	0	0	0	0
chr9	51912429	51916429	NR_040731	4933407I05Rik	+	0	0	0	0
chr9	51961602	51965602	NM_001301728	Fdx1	-	0	0	0	0
chr9	51961602	51965602	NM_007996	Fdx1	-	0	0	0	0
chr9	52045150	52049150	NM_001104616	Rdx	+	0	0	1	0
chr9	52045941	52049941	NM_001104617	Rdx	+	1	0	0	0
chr9	52045941	52049941	NM_009041	Rdx	+	0	1	0	0
chr9	52046705	52050705	NR_023357	Gm6981	-	0	0	0	0
chr9	52113623	52117623	NR_105750	Mir6244	+	0	0	0	0
chr9	52147363	52151363	NM_001368810	Zc3h12c	-	0	0	0	0
chr9	52166406	52170406	NM_001162921	Zc3h12c	-	-1	-1	0	0
chr9	52677437	52681437	NM_178906	AI593442	-	0	0	0	0
chr9	52677780	52681780	NM_001286641	AI593442	-	0	0	0	0
chr9	52677863	52681863	NR_045333	Gm1715	+	0	0	0	0
chr9	53246112	53250112	NM_029936	Ddx10	-	0	0	0	0
chr9	53299670	53303670	NM_176846	Exph5	+	0	0	0	0
chr9	53382023	53386023	NM_212445	Poglut3	+	0	0	0	1
chr9	53398886	53402886	NR_105807	Mir130c	-	0	0	0	0
chr9	53401251	53405251	NM_001376945	4930550C14Rik	+	0	0	0	0
chr9	53403286	53407286	NM_001376943	4930550C14Rik	+	0	0	0	0
chr9	53403286	53407286	NM_001376944	4930550C14Rik	+	1	0	0	0
chr9	53403286	53407286	NM_029247	4930550C14Rik	+	0	0	0	0
chr9	53534671	53538671	NM_007499	Atm	-	0	0	0	0
chr9	53535047	53539047	NM_001081152	Npat	+	0	0	0	0
chr9	53608350	53612350	NM_144784	Acat1	-	0	0	1	0
chr9	53665093	53669093	NR_166653	Gm16124	+	0	0	0	0
chr9	53665507	53669507	NM_001161618	Cul5	-	0	0	0	0
chr9	53665507	53669507	NM_027807	Cul5	-	0	-1	-1	-1
chr9	53704232	53708232	NM_175562	Rab39	-	0	0	0	0
chr9	53769535	53773535	NM_028060	Slc35f2	+	-1	-1	0	0
chr9	53848251	53852251	NM_025540	Sln	+	0	0	0	0
chr9	53973301	53977301	NM_177769	Elmod1	-	0	0	0	0
chr9	54066411	54070411	NM_001033535	Tnfaip8l3	-	0	0	0	0
chr9	54191743	54195743	NM_007810	Cyp19a1	-	0	0	0	0
chr9	54200216	54204216	NM_001348173	Cyp19a1	-	0	0	0	0
chr9	54226914	54230914	NM_001348172	Cyp19a1	-	0	0	0	0
chr9	54266164	54270164	NM_001348171	Cyp19a1	-	0	0	0	0
chr9	54284486	54288486	NM_177350	Gldn	+	0	0	0	0
chr9	54299570	54303570	NR_045805	Gldnos	-	0	0	0	0
chr9	54499626	54503626	NM_172771	Dmxl2	-	0	0	0	0
chr9	54532123	54536123	NM_173778	Sh2d7	+	0	0	0	0
chr9	54558190	54562190	NM_019686	Cib2	-	0	0	1	0
chr9	54584511	54588511	NM_029573	Idh3a	+	0	1	0	0
chr9	54659885	54663885	NM_053178	Acsbg1	-	0	0	0	0
chr9	54697283	54701283	NM_001357875	Dnaja4	+	0	0	0	0
chr9	54697559	54701559	NM_021422	Dnaja4	+	0	0	0	0
chr9	54706313	54710313	NR_049206	Mir5710	+	0	0	0	0
